internal_project_id,evidence_date,outcome_type,failure_category,evidence_summary,source_scope
PAI-03046,2026-03-01,CANCELLED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03047,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03058,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03061,2026-03-01,CANCELLED,CLEARANCE,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03062,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03068,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03069,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03071,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03076,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03080,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03085,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03086,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03095,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03109,2026-03-01,ABANDONED,FUNDING,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03111,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03115,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03118,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03123,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03124,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03125,2026-03-01,TERMINATED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03128,2026-03-01,CANCELLED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03131,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03135,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03139,2026-03-01,TERMINATED,CLEARANCE,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03149,2026-03-01,CANCELLED,CLEARANCE,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03152,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03161,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03162,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03164,2026-03-01,ABANDONED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03168,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03172,2026-03-01,TERMINATED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03174,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03176,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03177,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03180,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03182,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03183,2026-03-01,TERMINATED,CLEARANCE,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03189,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03197,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03199,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03208,2026-03-01,DROPPED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03214,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03218,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03221,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03223,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03230,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03236,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03238,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03248,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03260,2026-03-01,TERMINATED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03263,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03264,2026-03-01,CANCELLED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03265,2026-03-01,CANCELLED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03268,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03270,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03273,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03279,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03281,2026-03-01,DROPPED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03283,2026-03-01,ABANDONED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03286,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03291,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03299,2026-03-01,ABANDONED,FUNDING,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03308,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03309,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03310,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03314,2026-03-01,ABANDONED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03316,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03323,2026-03-01,CANCELLED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03341,2026-03-01,CANCELLED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03343,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03345,2026-03-01,DROPPED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03353,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03355,2026-03-01,TERMINATED,CLEARANCE,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03356,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03361,2026-03-01,TERMINATED,FUNDING,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03363,2026-03-01,ABANDONED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03373,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03384,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03393,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03401,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03405,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03412,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03413,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03414,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03427,2026-03-01,ABANDONED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03438,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03448,2026-03-01,ABANDONED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03452,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03453,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03456,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03464,2026-03-01,DROPPED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03469,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03470,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03473,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03481,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03485,2026-03-01,TERMINATED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03487,2026-03-01,TERMINATED,CLEARANCE,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03488,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03491,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03504,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03507,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03512,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03514,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03515,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03516,2026-03-01,TERMINATED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03526,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03535,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03542,2026-03-01,CANCELLED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03564,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03565,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03569,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03570,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03575,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03576,2026-03-01,CANCELLED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03582,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03586,2026-03-01,CANCELLED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03589,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03590,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03591,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03592,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03594,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03597,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03600,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03602,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03609,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03622,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03623,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03625,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03627,2026-03-01,DROPPED,FUNDING,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03642,2026-03-01,TERMINATED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03646,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03650,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03656,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03667,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03671,2026-03-01,CANCELLED,CLEARANCE,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03674,2026-03-01,DROPPED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03675,2026-03-01,DROPPED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03676,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03678,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03687,2026-03-01,DROPPED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03689,2026-03-01,ABANDONED,FUNDING,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03693,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03701,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03704,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03706,2026-03-01,CANCELLED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03716,2026-03-01,TERMINATED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03719,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03722,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03723,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03729,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03739,2026-03-01,DROPPED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03740,2026-03-01,CANCELLED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03749,2026-03-01,CANCELLED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03751,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03754,2026-03-01,DROPPED,CLEARANCE,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03755,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03761,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03775,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03778,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03780,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03784,2026-03-01,TERMINATED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03792,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03795,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03800,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03809,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03818,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03832,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03834,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03836,2026-03-01,CANCELLED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03838,2026-03-01,CANCELLED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03839,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03845,2026-03-01,DROPPED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03848,2026-03-01,DROPPED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03849,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03850,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03854,2026-03-01,TERMINATED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-03859,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03860,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03880,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03881,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03884,2026-03-01,CANCELLED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03888,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03900,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03910,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03913,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03914,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03915,2026-03-01,CANCELLED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03925,2026-03-01,CANCELLED,FUNDING,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03931,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03932,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03937,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03938,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03942,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
