internal_project_id,project_code,legacy_ocms_code,pmgid,mapping_method,mapping_confidence
PAI-04140,PRJ-145800,OCMS-617766,PM-5977435,synthetic_direct_mapping,0.957
PAI-04141,PRJ-986768,OCMS-471273,PM-7649946,synthetic_direct_mapping,0.976
PAI-04142,PRJ-736448,OCMS-431054,PM-9456845,synthetic_direct_mapping,0.941
PAI-04143,PRJ-368840,OCMS-784482,PM-4118655,synthetic_direct_mapping,0.996
PAI-04144,PRJ-137215,OCMS-287231,PM-8645921,synthetic_direct_mapping,0.954
PAI-04145,PRJ-951160,OCMS-634820,PM-6027085,synthetic_direct_mapping,0.947
PAI-04146,PRJ-744690,OCMS-517761,PM-4504651,synthetic_direct_mapping,0.961
PAI-04147,PRJ-707453,OCMS-896620,PM-6773586,synthetic_direct_mapping,0.956
PAI-04148,PRJ-199137,OCMS-130709,PM-7183585,synthetic_direct_mapping,0.967
PAI-04149,PRJ-716053,OCMS-958396,PM-3709550,synthetic_direct_mapping,0.988
PAI-04150,PRJ-974910,OCMS-679629,PM-1034191,synthetic_direct_mapping,0.957
PAI-04151,PRJ-999608,OCMS-465066,PM-3454359,synthetic_direct_mapping,0.962
PAI-04152,PRJ-271998,OCMS-817754,PM-1627406,synthetic_direct_mapping,0.964
PAI-04153,PRJ-460836,OCMS-851729,PM-1043837,synthetic_direct_mapping,0.996
PAI-04154,PRJ-797558,OCMS-120543,PM-4911690,synthetic_direct_mapping,0.995
PAI-04155,PRJ-197547,OCMS-179029,PM-9106556,synthetic_direct_mapping,0.957
PAI-04156,PRJ-104643,OCMS-486415,PM-7772348,synthetic_direct_mapping,0.989
PAI-04157,PRJ-586813,OCMS-818442,PM-9807105,synthetic_direct_mapping,0.943
PAI-04158,PRJ-488192,OCMS-271473,PM-1468268,synthetic_direct_mapping,0.947
PAI-04159,PRJ-965504,OCMS-994598,PM-1301322,synthetic_direct_mapping,0.959
PAI-04160,PRJ-858613,OCMS-583139,PM-1245587,synthetic_direct_mapping,0.953
PAI-04161,PRJ-999089,OCMS-964859,PM-2652401,synthetic_direct_mapping,0.968
PAI-04162,PRJ-223011,OCMS-551321,PM-3745926,synthetic_direct_mapping,0.966
PAI-04163,PRJ-488287,OCMS-631102,PM-5929040,synthetic_direct_mapping,0.967
PAI-04164,PRJ-948269,OCMS-422903,PM-9218577,synthetic_direct_mapping,0.956
PAI-04165,PRJ-851274,OCMS-769997,PM-4732908,synthetic_direct_mapping,0.974
PAI-04166,PRJ-360570,OCMS-557809,PM-1782657,synthetic_direct_mapping,0.945
PAI-04167,PRJ-996242,OCMS-281228,PM-3181938,synthetic_direct_mapping,0.994
PAI-04168,PRJ-639039,OCMS-440786,PM-1360305,synthetic_direct_mapping,0.989
PAI-04169,PRJ-641271,OCMS-585791,PM-7036022,synthetic_direct_mapping,0.96
PAI-04170,PRJ-194456,OCMS-553204,PM-6241460,synthetic_direct_mapping,0.988
PAI-04171,PRJ-658982,OCMS-249193,PM-5836419,synthetic_direct_mapping,0.944
PAI-04172,PRJ-558657,OCMS-621908,PM-5896394,synthetic_direct_mapping,0.986
PAI-04173,PRJ-779840,OCMS-223832,PM-5461136,synthetic_direct_mapping,0.949
PAI-04174,PRJ-963880,OCMS-519778,PM-2288253,synthetic_direct_mapping,0.998
PAI-04175,PRJ-675478,OCMS-305433,PM-3746059,synthetic_direct_mapping,0.943
PAI-04176,PRJ-716123,OCMS-473220,PM-8956679,synthetic_direct_mapping,0.983
PAI-04177,PRJ-235101,OCMS-814381,PM-2154848,synthetic_direct_mapping,0.995
PAI-04178,PRJ-346899,OCMS-573567,PM-7993290,synthetic_direct_mapping,0.964
PAI-04179,PRJ-446728,OCMS-608810,PM-2790063,synthetic_direct_mapping,0.956
PAI-04180,PRJ-925982,OCMS-728158,PM-5081062,synthetic_direct_mapping,0.953
PAI-04181,PRJ-147719,OCMS-962539,PM-7378161,synthetic_direct_mapping,0.96
PAI-04182,PRJ-337493,OCMS-932654,PM-9122561,synthetic_direct_mapping,0.941
PAI-04183,PRJ-874722,OCMS-899711,PM-2409378,synthetic_direct_mapping,0.952
PAI-04184,PRJ-425512,OCMS-507810,PM-7094919,synthetic_direct_mapping,0.979
PAI-04185,PRJ-612883,OCMS-998297,PM-8311156,synthetic_direct_mapping,0.97
PAI-04186,PRJ-150719,OCMS-157837,PM-7230333,synthetic_direct_mapping,0.95
PAI-04187,PRJ-314046,OCMS-859211,PM-3396426,synthetic_direct_mapping,0.977
PAI-04188,PRJ-409093,OCMS-799254,PM-6066436,synthetic_direct_mapping,0.941
PAI-04189,PRJ-893869,OCMS-570704,PM-1993390,synthetic_direct_mapping,0.947
PAI-04190,PRJ-846537,OCMS-234185,PM-1052966,synthetic_direct_mapping,0.99
PAI-04191,PRJ-214535,OCMS-209947,PM-4497302,synthetic_direct_mapping,0.989
PAI-04192,PRJ-877672,OCMS-598978,PM-3682172,synthetic_direct_mapping,0.996
PAI-04193,PRJ-870735,OCMS-224288,PM-8367265,synthetic_direct_mapping,0.948
PAI-04194,PRJ-910055,OCMS-293517,PM-4243105,synthetic_direct_mapping,0.965
PAI-04195,PRJ-635842,OCMS-723754,PM-8115269,synthetic_direct_mapping,0.961
PAI-04196,PRJ-196471,OCMS-202990,PM-5259659,synthetic_direct_mapping,0.95
PAI-04197,PRJ-342534,OCMS-393262,PM-9851542,synthetic_direct_mapping,0.968
PAI-04198,PRJ-539272,OCMS-308419,PM-7802104,synthetic_direct_mapping,0.953
PAI-04199,PRJ-401679,OCMS-344472,PM-9835565,synthetic_direct_mapping,0.975
PAI-04200,PRJ-947708,OCMS-585110,PM-5884047,synthetic_direct_mapping,0.999
PAI-04201,PRJ-982117,OCMS-253415,PM-8279782,synthetic_direct_mapping,0.987
PAI-04202,PRJ-582851,OCMS-505336,PM-1159522,synthetic_direct_mapping,0.949
PAI-04203,PRJ-581111,OCMS-406005,PM-4935834,synthetic_direct_mapping,0.993
PAI-04204,PRJ-232453,OCMS-918014,PM-6934029,synthetic_direct_mapping,0.985
PAI-04205,PRJ-368543,OCMS-253690,PM-2631194,synthetic_direct_mapping,0.949
PAI-04206,PRJ-175452,OCMS-566987,PM-1607669,synthetic_direct_mapping,0.972
PAI-04207,PRJ-716814,OCMS-690789,PM-7483074,synthetic_direct_mapping,0.947
PAI-04208,PRJ-692440,OCMS-443867,PM-7280195,synthetic_direct_mapping,0.966
PAI-04209,PRJ-679066,OCMS-559264,PM-7125034,synthetic_direct_mapping,0.989
PAI-04210,PRJ-204728,OCMS-592468,PM-4266781,synthetic_direct_mapping,0.947
PAI-04211,PRJ-687413,OCMS-886068,PM-6807904,synthetic_direct_mapping,0.949
PAI-04212,PRJ-807438,OCMS-844738,PM-6612970,synthetic_direct_mapping,0.97
PAI-04213,PRJ-393792,OCMS-340465,PM-3666564,synthetic_direct_mapping,0.994
PAI-04214,PRJ-784148,OCMS-738505,PM-8569496,synthetic_direct_mapping,0.944
PAI-04215,PRJ-362715,OCMS-113546,PM-8283048,synthetic_direct_mapping,0.989
PAI-04216,PRJ-216731,OCMS-327785,PM-1666087,synthetic_direct_mapping,0.976
PAI-04217,PRJ-323325,OCMS-349881,PM-5630196,synthetic_direct_mapping,0.987
PAI-04218,PRJ-643624,OCMS-249456,PM-3384525,synthetic_direct_mapping,0.971
PAI-04219,PRJ-234381,OCMS-752113,PM-2124856,synthetic_direct_mapping,0.967
PAI-04220,PRJ-267456,OCMS-223340,PM-3230710,synthetic_direct_mapping,0.983
PAI-04221,PRJ-222005,OCMS-804614,PM-4192157,synthetic_direct_mapping,0.963
PAI-04222,PRJ-679759,OCMS-624964,PM-3755094,synthetic_direct_mapping,0.978
PAI-04223,PRJ-978956,OCMS-355278,PM-9227708,synthetic_direct_mapping,0.993
PAI-04224,PRJ-526367,OCMS-823396,PM-1086510,synthetic_direct_mapping,0.952
PAI-04225,PRJ-308087,OCMS-928595,PM-4909010,synthetic_direct_mapping,0.982
PAI-04226,PRJ-411274,OCMS-555890,PM-6277256,synthetic_direct_mapping,0.978
PAI-04227,PRJ-540054,OCMS-810237,PM-9269733,synthetic_direct_mapping,0.961
PAI-04228,PRJ-260423,OCMS-671217,PM-3334870,synthetic_direct_mapping,0.942
PAI-04229,PRJ-559536,OCMS-152748,PM-5785482,synthetic_direct_mapping,0.971
PAI-04230,PRJ-557582,OCMS-321295,PM-2955838,synthetic_direct_mapping,0.96
PAI-04231,PRJ-834750,OCMS-399282,PM-2202794,synthetic_direct_mapping,0.975
PAI-04232,PRJ-784832,OCMS-891940,PM-9206557,synthetic_direct_mapping,0.96
PAI-04233,PRJ-900731,OCMS-651987,PM-3557482,synthetic_direct_mapping,0.977
PAI-04234,PRJ-671274,OCMS-488727,PM-1751779,synthetic_direct_mapping,0.998
PAI-04235,PRJ-438915,OCMS-307759,PM-5097662,synthetic_direct_mapping,0.968
PAI-04236,PRJ-799280,OCMS-150863,PM-5083422,synthetic_direct_mapping,0.941
PAI-04237,PRJ-380708,OCMS-527518,PM-6031637,synthetic_direct_mapping,0.975
PAI-04238,PRJ-327234,OCMS-668252,PM-1765451,synthetic_direct_mapping,0.966
PAI-04239,PRJ-624739,OCMS-924244,PM-7405059,synthetic_direct_mapping,0.982
PAI-04240,PRJ-309585,OCMS-849350,PM-6653568,synthetic_direct_mapping,0.945
PAI-04241,PRJ-860196,OCMS-827700,PM-4911473,synthetic_direct_mapping,0.959
PAI-04242,PRJ-336889,OCMS-237765,PM-9861517,synthetic_direct_mapping,0.963
PAI-04243,PRJ-628007,OCMS-608822,PM-4082988,synthetic_direct_mapping,0.992
PAI-04244,PRJ-436236,OCMS-667528,PM-1186522,synthetic_direct_mapping,0.986
PAI-04245,PRJ-685250,OCMS-786851,PM-2538099,synthetic_direct_mapping,0.953
PAI-04246,PRJ-299930,OCMS-253140,PM-1348910,synthetic_direct_mapping,0.97
PAI-04247,PRJ-763554,OCMS-497423,PM-2445680,synthetic_direct_mapping,0.971
PAI-04248,PRJ-359897,OCMS-899836,PM-7272653,synthetic_direct_mapping,0.951
PAI-04249,PRJ-581846,OCMS-774235,PM-8613696,synthetic_direct_mapping,0.956
PAI-04250,PRJ-597994,OCMS-664023,PM-8848776,synthetic_direct_mapping,0.993
PAI-04251,PRJ-600422,OCMS-355949,PM-7894576,synthetic_direct_mapping,0.999
PAI-04252,PRJ-754865,OCMS-980278,PM-9625648,synthetic_direct_mapping,0.947
PAI-04253,PRJ-109752,OCMS-155513,PM-2097488,synthetic_direct_mapping,0.982
PAI-04254,PRJ-549796,OCMS-152794,PM-9576332,synthetic_direct_mapping,0.942
PAI-04255,PRJ-464774,OCMS-471758,PM-4665993,synthetic_direct_mapping,0.974
PAI-04256,PRJ-323814,OCMS-102084,PM-8512289,synthetic_direct_mapping,0.961
PAI-04257,PRJ-399327,OCMS-832411,PM-4960538,synthetic_direct_mapping,0.998
PAI-04258,PRJ-620986,OCMS-717265,PM-9836665,synthetic_direct_mapping,0.968
PAI-04259,PRJ-265192,OCMS-605323,PM-5671091,synthetic_direct_mapping,0.985
PAI-04260,PRJ-610018,OCMS-930242,PM-9747001,synthetic_direct_mapping,0.982
PAI-04261,PRJ-314975,OCMS-489032,PM-3289771,synthetic_direct_mapping,0.96
PAI-04262,PRJ-417140,OCMS-445171,PM-3628392,synthetic_direct_mapping,0.942
PAI-04263,PRJ-904820,OCMS-963575,PM-5722254,synthetic_direct_mapping,0.99
PAI-04264,PRJ-873380,OCMS-459126,PM-6839848,synthetic_direct_mapping,0.949
PAI-04265,PRJ-922123,OCMS-453182,PM-7784949,synthetic_direct_mapping,0.996
PAI-04266,PRJ-913769,OCMS-451961,PM-6753196,synthetic_direct_mapping,0.97
PAI-04267,PRJ-281485,OCMS-814772,PM-6188073,synthetic_direct_mapping,0.964
PAI-04268,PRJ-170936,OCMS-341111,PM-7510206,synthetic_direct_mapping,0.947
PAI-04269,PRJ-181531,OCMS-449631,PM-1347945,synthetic_direct_mapping,0.979
PAI-04270,PRJ-233505,OCMS-518627,PM-9122180,synthetic_direct_mapping,0.947
PAI-04271,PRJ-464573,OCMS-534795,PM-4646789,synthetic_direct_mapping,0.976
PAI-04272,PRJ-357003,OCMS-221903,PM-2416120,synthetic_direct_mapping,0.987
PAI-04273,PRJ-339066,OCMS-327385,PM-2778020,synthetic_direct_mapping,0.96
PAI-04274,PRJ-100144,OCMS-790670,PM-7488704,synthetic_direct_mapping,0.942
PAI-04275,PRJ-557851,OCMS-954859,PM-2403047,synthetic_direct_mapping,0.983
PAI-04276,PRJ-221797,OCMS-445345,PM-3212917,synthetic_direct_mapping,0.948
PAI-04277,PRJ-275234,OCMS-637428,PM-4636424,synthetic_direct_mapping,0.957
PAI-04278,PRJ-896890,OCMS-921059,PM-2539716,synthetic_direct_mapping,0.972
PAI-04279,PRJ-210580,OCMS-228709,PM-6345889,synthetic_direct_mapping,0.98
PAI-04280,PRJ-516226,OCMS-920165,PM-8643934,synthetic_direct_mapping,0.951
PAI-04281,PRJ-936866,OCMS-939100,PM-9763325,synthetic_direct_mapping,0.964
PAI-04282,PRJ-393571,OCMS-185861,PM-5930826,synthetic_direct_mapping,0.958
PAI-04283,PRJ-809027,OCMS-902978,PM-1890085,synthetic_direct_mapping,0.969
PAI-04284,PRJ-473303,OCMS-257491,PM-2245354,synthetic_direct_mapping,0.984
PAI-04285,PRJ-428447,OCMS-711754,PM-1939443,synthetic_direct_mapping,0.948
PAI-04286,PRJ-426113,OCMS-443174,PM-3557546,synthetic_direct_mapping,0.951
PAI-04287,PRJ-893889,OCMS-606426,PM-7609495,synthetic_direct_mapping,0.973
PAI-04288,PRJ-861418,OCMS-458085,PM-5663658,synthetic_direct_mapping,0.972
PAI-04289,PRJ-117305,OCMS-475632,PM-6086001,synthetic_direct_mapping,0.943
PAI-04290,PRJ-818623,OCMS-726939,PM-7292820,synthetic_direct_mapping,0.982
PAI-04291,PRJ-585531,OCMS-956291,PM-2286566,synthetic_direct_mapping,0.977
PAI-04292,PRJ-993290,OCMS-621348,PM-8963396,synthetic_direct_mapping,0.964
PAI-04293,PRJ-755586,OCMS-824244,PM-9319045,synthetic_direct_mapping,0.959
PAI-04294,PRJ-217859,OCMS-641871,PM-9763849,synthetic_direct_mapping,0.98
PAI-04295,PRJ-725791,OCMS-313373,PM-2891033,synthetic_direct_mapping,0.978
PAI-04296,PRJ-686972,OCMS-874064,PM-9856223,synthetic_direct_mapping,0.992
PAI-04297,PRJ-497249,OCMS-140728,PM-7239249,synthetic_direct_mapping,0.975
PAI-04298,PRJ-445413,OCMS-881277,PM-7030776,synthetic_direct_mapping,0.975
PAI-04299,PRJ-471433,OCMS-347575,PM-9779872,synthetic_direct_mapping,0.975
PAI-04300,PRJ-255294,OCMS-329578,PM-7253902,synthetic_direct_mapping,0.995
PAI-04301,PRJ-601881,OCMS-222531,PM-1686566,synthetic_direct_mapping,0.975
PAI-04302,PRJ-169825,OCMS-133015,PM-8104095,synthetic_direct_mapping,0.957
PAI-04303,PRJ-813872,OCMS-387177,PM-7161100,synthetic_direct_mapping,0.979
PAI-04304,PRJ-814075,OCMS-356974,PM-8864399,synthetic_direct_mapping,0.952
PAI-04305,PRJ-155610,OCMS-253473,PM-9632474,synthetic_direct_mapping,0.945
PAI-04306,PRJ-888920,OCMS-340194,PM-8771233,synthetic_direct_mapping,0.953
PAI-04307,PRJ-714715,OCMS-115246,PM-8702170,synthetic_direct_mapping,0.97
PAI-04308,PRJ-938038,OCMS-502882,PM-8212919,synthetic_direct_mapping,0.97
PAI-04309,PRJ-903944,OCMS-783827,PM-9608844,synthetic_direct_mapping,0.941
PAI-04310,PRJ-637330,OCMS-184511,PM-6071129,synthetic_direct_mapping,0.949
PAI-04311,PRJ-709879,OCMS-692329,PM-5200109,synthetic_direct_mapping,0.991
PAI-04312,PRJ-683517,OCMS-139430,PM-7753206,synthetic_direct_mapping,0.972
PAI-04313,PRJ-895849,OCMS-665511,PM-1508847,synthetic_direct_mapping,0.954
PAI-04314,PRJ-705920,OCMS-171491,PM-4926469,synthetic_direct_mapping,0.946
PAI-04315,PRJ-412149,OCMS-373619,PM-2527174,synthetic_direct_mapping,0.955
PAI-04316,PRJ-921110,OCMS-507796,PM-8929676,synthetic_direct_mapping,0.982
PAI-04317,PRJ-223568,OCMS-777092,PM-8629374,synthetic_direct_mapping,0.948
PAI-04318,PRJ-965415,OCMS-731252,PM-2773934,synthetic_direct_mapping,0.953
PAI-04319,PRJ-404353,OCMS-662090,PM-4622042,synthetic_direct_mapping,0.981
PAI-04320,PRJ-242939,OCMS-250850,PM-2674150,synthetic_direct_mapping,0.94
PAI-04321,PRJ-138414,OCMS-985364,PM-3365531,synthetic_direct_mapping,0.982
PAI-04322,PRJ-943131,OCMS-816292,PM-7527040,synthetic_direct_mapping,0.956
PAI-04323,PRJ-359311,OCMS-902361,PM-1041095,synthetic_direct_mapping,0.973
PAI-04324,PRJ-373854,OCMS-147410,PM-9458915,synthetic_direct_mapping,0.963
PAI-04325,PRJ-187189,OCMS-499919,PM-4156867,synthetic_direct_mapping,0.989
PAI-04326,PRJ-173136,OCMS-211688,PM-1538822,synthetic_direct_mapping,0.995
PAI-04327,PRJ-779827,OCMS-272351,PM-2650858,synthetic_direct_mapping,0.987
PAI-04328,PRJ-318805,OCMS-100358,PM-7608342,synthetic_direct_mapping,0.986
PAI-04329,PRJ-260879,OCMS-781665,PM-9910311,synthetic_direct_mapping,0.967
PAI-04330,PRJ-926836,OCMS-251674,PM-1479644,synthetic_direct_mapping,0.987
PAI-04331,PRJ-669089,OCMS-807644,PM-1073865,synthetic_direct_mapping,0.969
PAI-04332,PRJ-807147,OCMS-992730,PM-7452806,synthetic_direct_mapping,0.943
PAI-04333,PRJ-126797,OCMS-659578,PM-4871720,synthetic_direct_mapping,0.959
PAI-04334,PRJ-482566,OCMS-761532,PM-8860151,synthetic_direct_mapping,0.977
PAI-04335,PRJ-381767,OCMS-859094,PM-1181283,synthetic_direct_mapping,0.946
PAI-04336,PRJ-946368,OCMS-286833,PM-7740416,synthetic_direct_mapping,0.945
PAI-04337,PRJ-933206,OCMS-154948,PM-9300996,synthetic_direct_mapping,0.96
PAI-04338,PRJ-447848,OCMS-307660,PM-3224728,synthetic_direct_mapping,0.957
PAI-04339,PRJ-641104,OCMS-240823,PM-7761147,synthetic_direct_mapping,0.976
PAI-04340,PRJ-250198,OCMS-574963,PM-9974937,synthetic_direct_mapping,0.944
PAI-04341,PRJ-872523,OCMS-661118,PM-7017984,synthetic_direct_mapping,0.949
PAI-04342,PRJ-637302,OCMS-805785,PM-6512655,synthetic_direct_mapping,0.981
PAI-04343,PRJ-566375,OCMS-246028,PM-5333248,synthetic_direct_mapping,0.992
PAI-04344,PRJ-426285,OCMS-918713,PM-8224334,synthetic_direct_mapping,0.971
PAI-04345,PRJ-970258,OCMS-109341,PM-8457216,synthetic_direct_mapping,0.955
PAI-04346,PRJ-443516,OCMS-600856,PM-4623290,synthetic_direct_mapping,0.99
PAI-04347,PRJ-589349,OCMS-231534,PM-5886407,synthetic_direct_mapping,0.973
PAI-04348,PRJ-271418,OCMS-321558,PM-9445305,synthetic_direct_mapping,0.959
PAI-04349,PRJ-477541,OCMS-517414,PM-9383900,synthetic_direct_mapping,0.991
PAI-04350,PRJ-687606,OCMS-882220,PM-9755079,synthetic_direct_mapping,0.997
PAI-04351,PRJ-223640,OCMS-423686,PM-1100330,synthetic_direct_mapping,0.953
PAI-04352,PRJ-714869,OCMS-913553,PM-1559888,synthetic_direct_mapping,0.976
PAI-04353,PRJ-122159,OCMS-546679,PM-9483362,synthetic_direct_mapping,0.999
PAI-04354,PRJ-766445,OCMS-836389,PM-6557398,synthetic_direct_mapping,0.956
PAI-04355,PRJ-834324,OCMS-544116,PM-3840139,synthetic_direct_mapping,0.962
PAI-04356,PRJ-872127,OCMS-776515,PM-7874777,synthetic_direct_mapping,0.97
PAI-04357,PRJ-425375,OCMS-714416,PM-9801402,synthetic_direct_mapping,0.947
PAI-04358,PRJ-841819,OCMS-397530,PM-6535776,synthetic_direct_mapping,0.992
PAI-04359,PRJ-345335,OCMS-671121,PM-5335261,synthetic_direct_mapping,0.984
PAI-04360,PRJ-830667,OCMS-886201,PM-4114809,synthetic_direct_mapping,0.989
PAI-04361,PRJ-178554,OCMS-264459,PM-4954295,synthetic_direct_mapping,0.993
PAI-04362,PRJ-643197,OCMS-305405,PM-1577421,synthetic_direct_mapping,0.952
PAI-04363,PRJ-244302,OCMS-424846,PM-1964733,synthetic_direct_mapping,0.985
PAI-04364,PRJ-212728,OCMS-309736,PM-9587424,synthetic_direct_mapping,0.952
PAI-04365,PRJ-680534,OCMS-902075,PM-5504387,synthetic_direct_mapping,0.963
PAI-04366,PRJ-866674,OCMS-690043,PM-5825954,synthetic_direct_mapping,0.984
PAI-04367,PRJ-891692,OCMS-449470,PM-5547234,synthetic_direct_mapping,0.976
PAI-04368,PRJ-181591,OCMS-229308,PM-9976906,synthetic_direct_mapping,0.998
PAI-04369,PRJ-115005,OCMS-317558,PM-3694454,synthetic_direct_mapping,0.979
PAI-04370,PRJ-877410,OCMS-672508,PM-6112000,synthetic_direct_mapping,0.947
PAI-04371,PRJ-183913,OCMS-103492,PM-1491562,synthetic_direct_mapping,0.985
PAI-04372,PRJ-305404,OCMS-887118,PM-5029190,synthetic_direct_mapping,0.987
PAI-04373,PRJ-746500,OCMS-421618,PM-6985547,synthetic_direct_mapping,0.982
PAI-04374,PRJ-122327,OCMS-413718,PM-6626385,synthetic_direct_mapping,0.959
PAI-04375,PRJ-397674,OCMS-573735,PM-7541864,synthetic_direct_mapping,0.943
PAI-04376,PRJ-210663,OCMS-259887,PM-2335740,synthetic_direct_mapping,0.986
PAI-04377,PRJ-597187,OCMS-641151,PM-6424804,synthetic_direct_mapping,0.943
PAI-04378,PRJ-132456,OCMS-740439,PM-3335146,synthetic_direct_mapping,0.953
PAI-04379,PRJ-102582,OCMS-672920,PM-9714379,synthetic_direct_mapping,0.982
PAI-04380,PRJ-483766,OCMS-145689,PM-6432628,synthetic_direct_mapping,0.997
PAI-04381,PRJ-794149,OCMS-509158,PM-8052760,synthetic_direct_mapping,0.978
PAI-04382,PRJ-420122,OCMS-845959,PM-9980602,synthetic_direct_mapping,0.965
PAI-04383,PRJ-363855,OCMS-314390,PM-6882908,synthetic_direct_mapping,0.958
PAI-04384,PRJ-176904,OCMS-711801,PM-9614542,synthetic_direct_mapping,0.979
PAI-04385,PRJ-278338,OCMS-258056,PM-4017265,synthetic_direct_mapping,0.984
PAI-04386,PRJ-950145,OCMS-322880,PM-2521681,synthetic_direct_mapping,0.963
PAI-04387,PRJ-359091,OCMS-961322,PM-3998299,synthetic_direct_mapping,0.957
PAI-04388,PRJ-120678,OCMS-150944,PM-9898724,synthetic_direct_mapping,0.944
PAI-04389,PRJ-120768,OCMS-831896,PM-1413201,synthetic_direct_mapping,0.948
PAI-04390,PRJ-909300,OCMS-550752,PM-6616477,synthetic_direct_mapping,0.966
PAI-04391,PRJ-920759,OCMS-306088,PM-5501345,synthetic_direct_mapping,0.954
PAI-04392,PRJ-965536,OCMS-763543,PM-9726420,synthetic_direct_mapping,0.99
PAI-04393,PRJ-951513,OCMS-555188,PM-9287888,synthetic_direct_mapping,0.941
PAI-04394,PRJ-651972,OCMS-110462,PM-4275218,synthetic_direct_mapping,0.99
PAI-04395,PRJ-960784,OCMS-430366,PM-2512879,synthetic_direct_mapping,0.971
PAI-04396,PRJ-718034,OCMS-188561,PM-9950866,synthetic_direct_mapping,0.999
PAI-04397,PRJ-559562,OCMS-762664,PM-5173726,synthetic_direct_mapping,0.986
PAI-04398,PRJ-286708,OCMS-902191,PM-9769291,synthetic_direct_mapping,0.949
PAI-04399,PRJ-368359,OCMS-828767,PM-7144755,synthetic_direct_mapping,0.942
PAI-04400,PRJ-583527,OCMS-813433,PM-9107919,synthetic_direct_mapping,0.988
PAI-04401,PRJ-514391,OCMS-294113,PM-4997780,synthetic_direct_mapping,0.952
PAI-04402,PRJ-483329,OCMS-957254,PM-7936022,synthetic_direct_mapping,0.945
PAI-04403,PRJ-373393,OCMS-559560,PM-4219227,synthetic_direct_mapping,0.984
PAI-04404,PRJ-158557,OCMS-334197,PM-4341692,synthetic_direct_mapping,0.988
PAI-04405,PRJ-601506,OCMS-599357,PM-2108071,synthetic_direct_mapping,0.996
PAI-04406,PRJ-288944,OCMS-448660,PM-4092460,synthetic_direct_mapping,0.957
PAI-04407,PRJ-911262,OCMS-719361,PM-9470252,synthetic_direct_mapping,0.989
PAI-04408,PRJ-464890,OCMS-931288,PM-1543230,synthetic_direct_mapping,0.978
PAI-04409,PRJ-751277,OCMS-316708,PM-9500226,synthetic_direct_mapping,0.963
PAI-04410,PRJ-741920,OCMS-920273,PM-3227073,synthetic_direct_mapping,0.947
PAI-04411,PRJ-388658,OCMS-864339,PM-4558427,synthetic_direct_mapping,0.943
PAI-04412,PRJ-463587,OCMS-514034,PM-9468115,synthetic_direct_mapping,0.984
PAI-04413,PRJ-951116,OCMS-382250,PM-3482606,synthetic_direct_mapping,0.978
PAI-04414,PRJ-346412,OCMS-813263,PM-9133530,synthetic_direct_mapping,0.957
PAI-04415,PRJ-265838,OCMS-793730,PM-3839214,synthetic_direct_mapping,0.956
PAI-04416,PRJ-763336,OCMS-332635,PM-7965326,synthetic_direct_mapping,0.97
PAI-04417,PRJ-512058,OCMS-892144,PM-6362704,synthetic_direct_mapping,0.985
PAI-04418,PRJ-509769,OCMS-437338,PM-9740010,synthetic_direct_mapping,0.949
PAI-04419,PRJ-336257,OCMS-790727,PM-1375141,synthetic_direct_mapping,0.987
PAI-04420,PRJ-658696,OCMS-794852,PM-7395650,synthetic_direct_mapping,0.959
PAI-04421,PRJ-558189,OCMS-300605,PM-4131465,synthetic_direct_mapping,0.955
PAI-04422,PRJ-855667,OCMS-196392,PM-3865320,synthetic_direct_mapping,0.969
PAI-04423,PRJ-452019,OCMS-289656,PM-4813843,synthetic_direct_mapping,0.983
PAI-04424,PRJ-268031,OCMS-262231,PM-4768466,synthetic_direct_mapping,0.99
PAI-04425,PRJ-864902,OCMS-616159,PM-7039533,synthetic_direct_mapping,0.953
PAI-04426,PRJ-367629,OCMS-531324,PM-6206131,synthetic_direct_mapping,0.964
PAI-04427,PRJ-662295,OCMS-414281,PM-3805073,synthetic_direct_mapping,0.941
PAI-04428,PRJ-162153,OCMS-739249,PM-1386830,synthetic_direct_mapping,0.951
PAI-04429,PRJ-439040,OCMS-389944,PM-5222315,synthetic_direct_mapping,0.949
PAI-04430,PRJ-350146,OCMS-975843,PM-6955854,synthetic_direct_mapping,0.955
PAI-04431,PRJ-720298,OCMS-538052,PM-6716882,synthetic_direct_mapping,0.967
PAI-04432,PRJ-261759,OCMS-103854,PM-6921542,synthetic_direct_mapping,0.994
PAI-04433,PRJ-336704,OCMS-431646,PM-7615426,synthetic_direct_mapping,0.967
PAI-04434,PRJ-590554,OCMS-634679,PM-9924978,synthetic_direct_mapping,0.991
PAI-04435,PRJ-288301,OCMS-334690,PM-8928929,synthetic_direct_mapping,0.974
PAI-04436,PRJ-794719,OCMS-477883,PM-5724370,synthetic_direct_mapping,0.997
PAI-04437,PRJ-671029,OCMS-208523,PM-3913293,synthetic_direct_mapping,0.953
PAI-04438,PRJ-698186,OCMS-934206,PM-5773610,synthetic_direct_mapping,0.979
PAI-04439,PRJ-141364,OCMS-948023,PM-8004055,synthetic_direct_mapping,0.96
PAI-04440,PRJ-277827,OCMS-844571,PM-7928929,synthetic_direct_mapping,0.961
PAI-04441,PRJ-807525,OCMS-136837,PM-6275687,synthetic_direct_mapping,0.947
PAI-04442,PRJ-443855,OCMS-131599,PM-3812929,synthetic_direct_mapping,0.987
