internal_project_id,outcome_date,outcome_type,outcome_reason
PAI-03901,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03902,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03903,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03904,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03905,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03906,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03907,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03908,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03909,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03910,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-03911,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03912,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03913,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-03914,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-03915,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-03916,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03917,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03918,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03919,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03920,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03921,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03922,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03923,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03924,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03925,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-03926,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03927,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03928,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03929,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03930,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03931,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-03932,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-03933,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03934,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03935,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03936,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03937,2026-03-01,DROPPED,SYNTHETIC_OUTCOME
PAI-03938,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-03939,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03940,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03941,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03942,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-03943,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-03944,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03945,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03946,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-03947,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-03948,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03949,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03950,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03951,2026-03-01,DROPPED,SYNTHETIC_OUTCOME
PAI-03952,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03953,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-03954,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03955,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-03956,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03957,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03958,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03959,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03960,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03961,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-03962,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03963,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03964,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03965,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03966,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03967,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03968,2026-03-01,ABANDONED,SYNTHETIC_OUTCOME
PAI-03969,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03970,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03971,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03972,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03973,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-03974,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03975,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03976,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03977,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03978,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03979,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-03980,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03981,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03982,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03983,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03984,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-03985,2026-03-01,DROPPED,SYNTHETIC_OUTCOME
PAI-03986,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03987,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03988,2026-03-01,ABANDONED,SYNTHETIC_OUTCOME
PAI-03989,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03990,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03991,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-03992,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03993,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03994,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03995,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03996,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03997,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03998,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-03999,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04000,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04001,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04002,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04003,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04004,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04005,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04006,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04007,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04008,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04009,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04010,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04011,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04012,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04013,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04014,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04015,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04016,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04017,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04018,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04019,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04020,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04021,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04022,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04023,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04024,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04025,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04026,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04027,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04028,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04029,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04030,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04031,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04032,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04033,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04034,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04035,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04036,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04037,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04038,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04039,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04040,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04041,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04042,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04043,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04044,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04045,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04046,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04047,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04048,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04049,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04050,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04051,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04052,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04053,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04054,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04055,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04056,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04057,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04058,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04059,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04060,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04061,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04062,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04063,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04064,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04065,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04066,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04067,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04068,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04069,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04070,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04071,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04072,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04073,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04074,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04075,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04076,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04077,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04078,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04079,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04080,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04081,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04082,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04083,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04084,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04085,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04086,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04087,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04088,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04089,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04090,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04091,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04092,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04093,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04094,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04095,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04096,2026-03-01,DROPPED,SYNTHETIC_OUTCOME
PAI-04097,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04098,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04099,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04100,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04101,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04102,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04103,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04104,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04105,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04106,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04107,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04108,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04109,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04110,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04111,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04112,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04113,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04114,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04115,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04116,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04117,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04118,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04119,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04120,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04121,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04122,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04123,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04124,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04125,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04126,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04127,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04128,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04129,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04130,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04131,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04132,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04133,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04134,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04135,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04136,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04137,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04138,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04139,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04140,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04141,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04142,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04143,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04144,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04145,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04146,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04147,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04148,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04149,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04150,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04151,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04152,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04153,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04154,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04155,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04156,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04157,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04158,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04159,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04160,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04161,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04162,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04163,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04164,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04165,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04166,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04167,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04168,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04169,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04170,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04171,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04172,2026-03-01,ABANDONED,SYNTHETIC_OUTCOME
PAI-04173,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04174,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04175,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04176,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04177,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04178,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04179,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04180,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04181,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04182,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04183,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04184,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04185,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04186,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04187,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04188,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04189,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04190,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04191,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04192,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04193,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04194,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04195,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04196,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04197,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04198,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04199,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04200,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04201,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04202,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04203,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04204,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04205,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04206,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04207,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04208,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04209,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04210,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04211,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04212,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04213,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04214,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04215,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04216,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04217,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04218,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04219,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04220,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04221,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04222,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04223,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04224,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04225,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04226,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04227,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04228,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04229,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04230,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04231,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04232,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04233,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04234,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04235,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04236,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04237,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04238,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04239,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04240,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04241,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04242,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04243,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04244,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04245,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04246,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04247,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04248,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04249,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04250,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04251,2026-03-01,CANCELLED,SYNTHETIC_OUTCOME
PAI-04252,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04253,2026-03-01,TERMINATED,SYNTHETIC_OUTCOME
PAI-04254,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04255,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04256,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04257,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04258,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04259,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04260,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04261,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04262,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04263,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04264,2026-03-01,DOWNGRADED,SYNTHETIC_OUTCOME
PAI-04265,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04266,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04267,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04268,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04269,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04270,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04271,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04272,2026-03-01,FROZEN,SYNTHETIC_OUTCOME
PAI-04273,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04274,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04275,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
PAI-04276,2026-03-01,COMPLETED,SYNTHETIC_OUTCOME
