internal_project_id,milestone_name,planned_date,actual_date,status,delay_days
PAI-04566,Milestone 2,2026-09-02,,PLANNED,
PAI-04566,Milestone 3,2027-03-14,,PLANNED,
PAI-04566,Milestone 4,2027-09-22,,PLANNED,
PAI-04566,Milestone 5,2028-04-02,,PLANNED,
PAI-04566,Milestone 6,2028-10-11,,PLANNED,
PAI-04566,Milestone 7,2029-04-22,,PLANNED,
PAI-04566,Milestone 8,2029-10-31,,PLANNED,
PAI-04567,Milestone 1,2024-05-28,2024-05-28,DELAYED,0.0
PAI-04567,Milestone 2,2024-12-06,2024-12-06,COMPLETED,0.0
PAI-04567,Milestone 3,2025-06-16,2025-06-16,COMPLETED,0.0
PAI-04567,Milestone 4,2025-12-25,2025-12-25,COMPLETED,0.0
PAI-04567,Milestone 5,2026-07-06,,PLANNED,
PAI-04567,Milestone 6,2027-01-14,,PLANNED,
PAI-04567,Milestone 7,2027-07-25,,PLANNED,
PAI-04567,Milestone 8,2028-02-02,,PLANNED,
PAI-04568,Milestone 1,2024-07-16,2024-07-30,COMPLETED,14.0
PAI-04568,Milestone 2,2024-11-30,2025-01-26,COMPLETED,57.0
PAI-04568,Milestone 3,2025-04-16,2025-05-24,DELAYED,38.0
PAI-04568,Milestone 4,2025-08-31,2025-10-18,COMPLETED,48.0
PAI-04568,Milestone 5,2026-01-14,2026-03-05,COMPLETED,50.0
PAI-04568,Milestone 6,2026-05-31,,PLANNED,
PAI-04568,Milestone 7,2026-10-15,,PLANNED,
PAI-04568,Milestone 8,2027-03-01,,PLANNED,
PAI-04569,Milestone 1,2025-09-07,2025-09-07,DELAYED,0.0
PAI-04569,Milestone 2,2025-11-30,2026-02-05,COMPLETED,67.0
PAI-04569,Milestone 3,2026-02-22,2026-03-01,COMPLETED,7.0
PAI-04569,Milestone 4,2026-05-17,,PLANNED,
PAI-04569,Milestone 5,2026-08-09,,PLANNED,
PAI-04569,Milestone 6,2026-11-01,,PLANNED,
PAI-04569,Milestone 7,2027-01-24,,PLANNED,
PAI-04570,Milestone 1,2024-10-20,2024-10-20,COMPLETED,0.0
PAI-04570,Milestone 2,2025-02-02,2025-02-25,COMPLETED,23.0
PAI-04570,Milestone 3,2025-05-18,2025-05-18,COMPLETED,0.0
PAI-04570,Milestone 4,2025-08-31,2025-08-31,COMPLETED,0.0
PAI-04570,Milestone 5,2025-12-14,2026-01-21,COMPLETED,38.0
PAI-04571,Milestone 1,2024-09-25,2024-10-16,DELAYED,21.0
PAI-04571,Milestone 2,2025-06-07,2025-06-07,COMPLETED,0.0
PAI-04571,Milestone 3,2026-02-17,2026-03-26,COMPLETED,37.0
PAI-04571,Milestone 4,2026-10-29,,PLANNED,
PAI-04571,Milestone 5,2027-07-11,,PLANNED,
PAI-04572,Milestone 1,2024-09-25,2024-09-25,COMPLETED,0.0
PAI-04572,Milestone 2,2025-01-13,2025-02-05,DELAYED,23.0
PAI-04572,Milestone 3,2025-05-02,2025-05-02,COMPLETED,0.0
PAI-04572,Milestone 4,2025-08-20,2025-08-20,COMPLETED,0.0
PAI-04572,Milestone 5,2025-12-07,2025-12-07,DELAYED,0.0
PAI-04572,Milestone 6,2026-03-27,2026-03-27,COMPLETED,0.0
PAI-04572,Milestone 7,2026-07-14,,PLANNED,
PAI-04573,Milestone 1,2024-04-16,2024-09-15,COMPLETED,152.0
PAI-04573,Milestone 2,2024-09-16,2025-02-21,DELAYED,158.0
PAI-04573,Milestone 3,2025-02-15,2025-08-11,COMPLETED,177.0
PAI-04573,Milestone 4,2025-07-18,2025-11-19,COMPLETED,124.0
PAI-04573,Milestone 5,2025-12-17,,PLANNED,
PAI-04573,Milestone 6,2026-05-19,,PLANNED,
PAI-04573,Milestone 7,2026-10-18,,PLANNED,
PAI-04574,Milestone 1,2023-10-09,2024-01-24,DELAYED,107.0
PAI-04574,Milestone 2,2024-01-16,2024-04-12,COMPLETED,87.0
PAI-04574,Milestone 3,2024-04-25,2024-08-06,COMPLETED,103.0
PAI-04574,Milestone 4,2024-08-02,2024-12-08,DELAYED,128.0
PAI-04574,Milestone 5,2024-11-10,2025-04-10,COMPLETED,151.0
PAI-04574,Milestone 6,2025-02-17,2025-06-22,COMPLETED,125.0
PAI-04575,Milestone 1,2024-04-22,2024-04-29,COMPLETED,7.0
PAI-04575,Milestone 2,2024-07-27,2024-07-27,COMPLETED,0.0
PAI-04575,Milestone 3,2024-11-01,2024-11-01,DELAYED,0.0
PAI-04575,Milestone 4,2025-02-05,2025-02-05,COMPLETED,0.0
PAI-04575,Milestone 5,2025-05-12,2025-05-12,COMPLETED,0.0
PAI-04576,Milestone 1,2023-11-13,2024-01-06,COMPLETED,54.0
PAI-04576,Milestone 2,2024-05-16,2024-05-21,COMPLETED,5.0
PAI-04576,Milestone 3,2024-11-17,2025-02-01,COMPLETED,76.0
PAI-04576,Milestone 4,2025-05-21,2025-08-28,COMPLETED,99.0
PAI-04576,Milestone 5,2025-11-22,2026-01-22,COMPLETED,61.0
PAI-04577,Milestone 1,2023-11-26,2024-03-04,COMPLETED,99.0
PAI-04577,Milestone 2,2024-03-03,2024-05-28,COMPLETED,86.0
PAI-04577,Milestone 3,2024-06-08,2024-08-01,COMPLETED,54.0
PAI-04577,Milestone 4,2024-09-14,2024-11-03,COMPLETED,50.0
PAI-04577,Milestone 5,2024-12-20,2025-02-25,COMPLETED,67.0
PAI-04577,Milestone 6,2025-03-28,2025-04-16,COMPLETED,19.0
PAI-04577,Milestone 7,2025-07-03,2025-09-10,DELAYED,69.0
PAI-04577,Milestone 8,2025-10-09,2025-12-19,DELAYED,71.0
PAI-04578,Milestone 1,2025-12-20,2026-01-29,COMPLETED,40.0
PAI-04578,Milestone 2,2026-04-13,,PLANNED,
PAI-04578,Milestone 3,2026-08-05,,PLANNED,
PAI-04578,Milestone 4,2026-11-27,,PLANNED,
PAI-04578,Milestone 5,2027-03-20,,PLANNED,
PAI-04578,Milestone 6,2027-07-12,,PLANNED,
PAI-04578,Milestone 7,2027-11-03,,PLANNED,
PAI-04579,Milestone 1,2024-05-22,2024-06-23,COMPLETED,32.0
PAI-04579,Milestone 2,2024-12-16,2025-02-22,COMPLETED,68.0
PAI-04579,Milestone 3,2025-07-12,2025-08-28,COMPLETED,47.0
PAI-04579,Milestone 4,2026-02-04,2026-04-17,COMPLETED,72.0
PAI-04579,Milestone 5,2026-08-31,,PLANNED,
PAI-04579,Milestone 6,2027-03-27,,PLANNED,
PAI-04580,Milestone 1,2026-05-07,,PLANNED,
PAI-04580,Milestone 2,2026-08-15,,PLANNED,
PAI-04580,Milestone 3,2026-11-22,,PLANNED,
PAI-04580,Milestone 4,2027-03-02,,PLANNED,
PAI-04580,Milestone 5,2027-06-10,,PLANNED,
PAI-04580,Milestone 6,2027-09-17,,PLANNED,
PAI-04580,Milestone 7,2027-12-26,,PLANNED,
PAI-04581,Milestone 1,2025-08-02,2025-08-15,COMPLETED,13.0
PAI-04581,Milestone 2,2025-12-24,2025-12-24,DELAYED,0.0
PAI-04581,Milestone 3,2026-05-16,,PLANNED,
PAI-04581,Milestone 4,2026-10-07,,PLANNED,
PAI-04581,Milestone 5,2027-02-28,,PLANNED,
PAI-04581,Milestone 6,2027-07-21,,PLANNED,
PAI-04581,Milestone 7,2027-12-12,,PLANNED,
PAI-04582,Milestone 1,2024-01-12,2024-03-02,COMPLETED,50.0
PAI-04582,Milestone 2,2024-04-15,2024-06-12,COMPLETED,58.0
PAI-04582,Milestone 3,2024-07-18,2024-09-15,COMPLETED,59.0
PAI-04582,Milestone 4,2024-10-20,2024-12-05,COMPLETED,46.0
PAI-04582,Milestone 5,2025-01-21,2025-04-21,COMPLETED,90.0
PAI-04582,Milestone 6,2025-04-25,2025-06-26,COMPLETED,62.0
PAI-04582,Milestone 7,2025-07-28,2025-09-03,COMPLETED,37.0
PAI-04582,Milestone 8,2025-10-30,2025-12-18,COMPLETED,49.0
PAI-04583,Milestone 1,2025-07-15,2025-10-11,COMPLETED,88.0
PAI-04583,Milestone 2,2025-11-11,2025-12-15,COMPLETED,34.0
PAI-04583,Milestone 3,2026-03-10,,PLANNED,
PAI-04583,Milestone 4,2026-07-07,,PLANNED,
PAI-04583,Milestone 5,2026-11-03,,PLANNED,
PAI-04584,Milestone 1,2025-11-01,2025-11-23,COMPLETED,22.0
PAI-04584,Milestone 2,2026-05-01,,PLANNED,
PAI-04584,Milestone 3,2026-10-28,,PLANNED,
PAI-04584,Milestone 4,2027-04-27,,PLANNED,
PAI-04584,Milestone 5,2027-10-25,,PLANNED,
PAI-04584,Milestone 6,2028-04-22,,PLANNED,
PAI-04584,Milestone 7,2028-10-20,,PLANNED,
PAI-04585,Milestone 1,2025-05-28,2025-07-01,COMPLETED,34.0
PAI-04585,Milestone 2,2025-11-21,2025-11-26,COMPLETED,5.0
PAI-04585,Milestone 3,2026-05-17,,PLANNED,
PAI-04585,Milestone 4,2026-11-10,,PLANNED,
PAI-04585,Milestone 5,2027-05-07,,PLANNED,
PAI-04585,Milestone 6,2027-10-31,,PLANNED,
PAI-04585,Milestone 7,2028-04-25,,PLANNED,
PAI-04585,Milestone 8,2028-10-19,,PLANNED,
PAI-04586,Milestone 1,2024-08-01,2024-09-12,COMPLETED,42.0
PAI-04586,Milestone 2,2025-03-14,2025-04-19,COMPLETED,36.0
PAI-04586,Milestone 3,2025-10-25,2026-01-21,COMPLETED,88.0
PAI-04586,Milestone 4,2026-06-07,,PLANNED,
PAI-04586,Milestone 5,2027-01-18,,PLANNED,
PAI-04586,Milestone 6,2027-08-31,,PLANNED,
PAI-04587,Milestone 1,2025-03-27,2025-04-23,COMPLETED,27.0
PAI-04587,Milestone 2,2025-08-31,2025-08-31,COMPLETED,0.0
PAI-04587,Milestone 3,2026-02-04,2026-03-11,COMPLETED,35.0
PAI-04587,Milestone 4,2026-07-10,,PLANNED,
PAI-04587,Milestone 5,2026-12-14,,PLANNED,
PAI-04587,Milestone 6,2027-05-20,,PLANNED,
PAI-04587,Milestone 7,2027-10-23,,PLANNED,
PAI-04587,Milestone 8,2028-03-28,,PLANNED,
PAI-04588,Milestone 1,2025-06-03,2025-09-19,DELAYED,108.0
PAI-04588,Milestone 2,2025-12-22,2026-02-05,COMPLETED,45.0
PAI-04588,Milestone 3,2026-07-12,,PLANNED,
PAI-04588,Milestone 4,2027-01-30,,PLANNED,
PAI-04588,Milestone 5,2027-08-20,,PLANNED,
PAI-04588,Milestone 6,2028-03-09,,PLANNED,
PAI-04589,Milestone 1,2025-11-30,2026-01-12,COMPLETED,43.0
PAI-04589,Milestone 2,2026-07-20,,PLANNED,
PAI-04589,Milestone 3,2027-03-10,,PLANNED,
PAI-04589,Milestone 4,2027-10-28,,PLANNED,
PAI-04589,Milestone 5,2028-06-16,,PLANNED,
PAI-04590,Milestone 1,2025-09-06,2025-10-08,COMPLETED,32.0
PAI-04590,Milestone 2,2026-02-09,2026-02-09,COMPLETED,0.0
PAI-04590,Milestone 3,2026-07-15,,PLANNED,
PAI-04590,Milestone 4,2026-12-17,,PLANNED,
PAI-04590,Milestone 5,2027-05-22,,PLANNED,
PAI-04591,Milestone 1,2025-05-24,2025-08-05,DELAYED,73.0
PAI-04591,Milestone 2,2026-02-02,,PLANNED,
PAI-04591,Milestone 3,2026-10-14,,PLANNED,
PAI-04591,Milestone 4,2027-06-24,,PLANNED,
PAI-04591,Milestone 5,2028-03-04,,PLANNED,
PAI-04592,Milestone 1,2023-09-13,2023-09-13,COMPLETED,0.0
PAI-04592,Milestone 2,2023-12-06,2023-12-06,COMPLETED,0.0
PAI-04592,Milestone 3,2024-02-27,2024-02-27,COMPLETED,0.0
PAI-04592,Milestone 4,2024-05-21,2024-05-21,COMPLETED,0.0
PAI-04592,Milestone 5,2024-08-12,2024-08-12,DELAYED,0.0
PAI-04592,Milestone 6,2024-11-04,2024-11-11,DELAYED,7.0
PAI-04593,Milestone 1,2025-02-15,2025-04-29,COMPLETED,73.0
PAI-04593,Milestone 2,2025-05-17,2025-08-06,COMPLETED,81.0
PAI-04593,Milestone 3,2025-08-17,2025-12-09,COMPLETED,114.0
PAI-04593,Milestone 4,2025-11-16,2026-01-01,COMPLETED,46.0
PAI-04593,Milestone 5,2026-02-16,,PLANNED,
PAI-04593,Milestone 6,2026-05-18,,PLANNED,
PAI-04593,Milestone 7,2026-08-18,,PLANNED,
PAI-04593,Milestone 8,2026-11-17,,PLANNED,
PAI-04594,Milestone 1,2026-05-10,,PLANNED,
PAI-04594,Milestone 2,2026-10-25,,PLANNED,
PAI-04594,Milestone 3,2027-04-11,,PLANNED,
PAI-04594,Milestone 4,2027-09-26,,PLANNED,
PAI-04594,Milestone 5,2028-03-12,,PLANNED,
PAI-04594,Milestone 6,2028-08-27,,PLANNED,
PAI-04594,Milestone 7,2029-02-11,,PLANNED,
PAI-04594,Milestone 8,2029-07-29,,PLANNED,
PAI-04595,Milestone 1,2025-11-18,2025-12-21,COMPLETED,33.0
PAI-04595,Milestone 2,2026-09-08,,PLANNED,
PAI-04595,Milestone 3,2027-06-28,,PLANNED,
PAI-04595,Milestone 4,2028-04-17,,PLANNED,
PAI-04595,Milestone 5,2029-02-04,,PLANNED,
PAI-04596,Milestone 1,2025-11-20,2025-12-21,COMPLETED,31.0
PAI-04596,Milestone 2,2026-05-18,,PLANNED,
PAI-04596,Milestone 3,2026-11-13,,PLANNED,
PAI-04596,Milestone 4,2027-05-11,,PLANNED,
PAI-04596,Milestone 5,2027-11-05,,PLANNED,
PAI-04596,Milestone 6,2028-05-02,,PLANNED,
PAI-04596,Milestone 7,2028-10-28,,PLANNED,
PAI-04596,Milestone 8,2029-04-25,,PLANNED,
PAI-04597,Milestone 1,2024-10-31,2024-10-31,COMPLETED,0.0
PAI-04597,Milestone 2,2025-04-15,2025-04-15,COMPLETED,0.0
PAI-04597,Milestone 3,2025-09-28,2025-09-28,COMPLETED,0.0
PAI-04597,Milestone 4,2026-03-13,2026-03-13,COMPLETED,0.0
PAI-04597,Milestone 5,2026-08-26,,PLANNED,
PAI-04597,Milestone 6,2027-02-08,,PLANNED,
PAI-04597,Milestone 7,2027-07-24,,PLANNED,
PAI-04597,Milestone 8,2028-01-06,,PLANNED,
PAI-04598,Milestone 1,2023-07-27,2023-07-27,COMPLETED,0.0
PAI-04598,Milestone 2,2023-10-28,2023-10-28,COMPLETED,0.0
PAI-04598,Milestone 3,2024-01-29,2024-01-29,COMPLETED,0.0
PAI-04598,Milestone 4,2024-05-01,2024-06-16,DELAYED,46.0
PAI-04598,Milestone 5,2024-08-02,2024-08-02,COMPLETED,0.0
PAI-04598,Milestone 6,2024-11-03,2024-11-03,DELAYED,0.0
PAI-04598,Milestone 7,2025-02-04,2025-03-04,COMPLETED,28.0
PAI-04598,Milestone 8,2025-05-08,2025-05-08,DELAYED,0.0
PAI-04599,Milestone 1,2026-06-07,,PLANNED,
PAI-04599,Milestone 2,2027-03-21,,PLANNED,
PAI-04599,Milestone 3,2028-01-03,,PLANNED,
PAI-04599,Milestone 4,2028-10-16,,PLANNED,
PAI-04599,Milestone 5,2029-07-30,,PLANNED,
PAI-04600,Milestone 1,2026-02-02,2026-04-27,COMPLETED,84.0
PAI-04600,Milestone 2,2026-09-27,,PLANNED,
PAI-04600,Milestone 3,2027-05-22,,PLANNED,
PAI-04600,Milestone 4,2028-01-15,,PLANNED,
PAI-04600,Milestone 5,2028-09-08,,PLANNED,
PAI-04600,Milestone 6,2029-05-03,,PLANNED,
PAI-04601,Milestone 1,2025-12-18,2025-12-18,COMPLETED,0.0
PAI-04601,Milestone 2,2026-07-25,,PLANNED,
PAI-04601,Milestone 3,2027-03-01,,PLANNED,
PAI-04601,Milestone 4,2027-10-06,,PLANNED,
PAI-04601,Milestone 5,2028-05-11,,PLANNED,
PAI-04601,Milestone 6,2028-12-16,,PLANNED,
PAI-04601,Milestone 7,2029-07-23,,PLANNED,
PAI-04602,Milestone 1,2026-05-09,,PLANNED,
PAI-04602,Milestone 2,2026-09-09,,PLANNED,
PAI-04602,Milestone 3,2027-01-10,,PLANNED,
PAI-04602,Milestone 4,2027-05-13,,PLANNED,
PAI-04602,Milestone 5,2027-09-13,,PLANNED,
PAI-04603,Milestone 1,2024-06-24,2024-06-24,COMPLETED,0.0
PAI-04603,Milestone 2,2024-08-26,2024-08-26,COMPLETED,0.0
PAI-04603,Milestone 3,2024-10-29,2024-10-29,COMPLETED,0.0
PAI-04603,Milestone 4,2024-12-31,2025-02-26,COMPLETED,57.0
PAI-04603,Milestone 5,2025-03-05,2025-05-02,COMPLETED,58.0
PAI-04603,Milestone 6,2025-05-07,2025-05-07,COMPLETED,0.0
PAI-04603,Milestone 7,2025-07-10,2025-07-10,COMPLETED,0.0
PAI-04603,Milestone 8,2025-09-11,2025-09-11,COMPLETED,0.0
PAI-04604,Milestone 1,2025-03-23,2025-06-09,COMPLETED,78.0
PAI-04604,Milestone 2,2025-09-22,2025-10-29,COMPLETED,37.0
PAI-04604,Milestone 3,2026-03-24,2026-04-30,COMPLETED,37.0
PAI-04604,Milestone 4,2026-09-23,,PLANNED,
PAI-04604,Milestone 5,2027-03-24,,PLANNED,
PAI-04604,Milestone 6,2027-09-23,,PLANNED,
PAI-04604,Milestone 7,2028-03-24,,PLANNED,
PAI-04605,Milestone 1,2024-12-09,2024-12-15,COMPLETED,6.0
PAI-04605,Milestone 2,2025-03-23,2025-03-23,DELAYED,0.0
PAI-04605,Milestone 3,2025-07-05,2025-08-07,COMPLETED,33.0
PAI-04605,Milestone 4,2025-10-17,2025-10-17,COMPLETED,0.0
PAI-04605,Milestone 5,2026-01-29,2026-01-29,DELAYED,0.0
PAI-04605,Milestone 6,2026-05-13,,PLANNED,
PAI-04605,Milestone 7,2026-08-25,,PLANNED,
PAI-04606,Milestone 1,2025-05-05,2025-05-05,COMPLETED,0.0
PAI-04606,Milestone 2,2025-07-15,2025-07-31,COMPLETED,16.0
PAI-04606,Milestone 3,2025-09-24,2025-10-13,COMPLETED,19.0
PAI-04606,Milestone 4,2025-12-04,2025-12-08,COMPLETED,4.0
PAI-04606,Milestone 5,2026-02-14,2026-03-06,DELAYED,20.0
PAI-04606,Milestone 6,2026-04-26,,PLANNED,
PAI-04606,Milestone 7,2026-07-06,,PLANNED,
PAI-04606,Milestone 8,2026-09-15,,PLANNED,
PAI-04607,Milestone 1,2024-08-11,2024-08-11,COMPLETED,0.0
PAI-04607,Milestone 2,2025-02-19,2025-03-02,COMPLETED,11.0
PAI-04607,Milestone 3,2025-08-29,2025-08-29,COMPLETED,0.0
PAI-04607,Milestone 4,2026-03-09,2026-04-23,DELAYED,45.0
PAI-04607,Milestone 5,2026-09-16,,PLANNED,
PAI-04607,Milestone 6,2027-03-27,,PLANNED,
PAI-04608,Milestone 1,2025-02-15,2025-02-15,COMPLETED,0.0
PAI-04608,Milestone 2,2025-08-22,2025-09-06,COMPLETED,15.0
PAI-04608,Milestone 3,2026-02-25,2026-02-25,DELAYED,0.0
PAI-04608,Milestone 4,2026-09-01,,PLANNED,
PAI-04608,Milestone 5,2027-03-07,,PLANNED,
PAI-04609,Milestone 1,2026-06-19,,PLANNED,
PAI-04609,Milestone 2,2026-12-27,,PLANNED,
PAI-04609,Milestone 3,2027-07-06,,PLANNED,
PAI-04609,Milestone 4,2028-01-14,,PLANNED,
PAI-04609,Milestone 5,2028-07-23,,PLANNED,
PAI-04609,Milestone 6,2029-01-30,,PLANNED,
PAI-04609,Milestone 7,2029-08-09,,PLANNED,
PAI-04610,Milestone 1,2026-04-15,,PLANNED,
PAI-04610,Milestone 2,2026-09-23,,PLANNED,
PAI-04610,Milestone 3,2027-03-03,,PLANNED,
PAI-04610,Milestone 4,2027-08-10,,PLANNED,
PAI-04610,Milestone 5,2028-01-18,,PLANNED,
PAI-04611,Milestone 1,2023-10-14,2023-11-09,COMPLETED,26.0
PAI-04611,Milestone 2,2024-06-01,2024-08-09,COMPLETED,69.0
PAI-04611,Milestone 3,2025-01-18,2025-03-22,COMPLETED,63.0
PAI-04611,Milestone 4,2025-09-06,2025-09-11,DELAYED,5.0
PAI-04611,Milestone 5,2026-04-25,,PLANNED,
PAI-04612,Milestone 1,2025-07-28,2025-12-04,DELAYED,129.0
PAI-04612,Milestone 2,2026-01-23,2026-04-13,COMPLETED,80.0
PAI-04612,Milestone 3,2026-07-21,,PLANNED,
PAI-04612,Milestone 4,2027-01-17,,PLANNED,
PAI-04612,Milestone 5,2027-07-15,,PLANNED,
PAI-04612,Milestone 6,2028-01-10,,PLANNED,
PAI-04613,Milestone 1,2026-02-06,2026-03-14,COMPLETED,36.0
PAI-04613,Milestone 2,2026-11-13,,PLANNED,
PAI-04613,Milestone 3,2027-08-19,,PLANNED,
PAI-04613,Milestone 4,2028-05-25,,PLANNED,
PAI-04613,Milestone 5,2029-02-28,,PLANNED,
PAI-04614,Milestone 1,2024-10-20,2024-10-20,COMPLETED,0.0
PAI-04614,Milestone 2,2025-06-13,2025-06-30,COMPLETED,17.0
PAI-04614,Milestone 3,2026-02-04,2026-02-04,COMPLETED,0.0
PAI-04614,Milestone 4,2026-09-28,,PLANNED,
PAI-04614,Milestone 5,2027-05-22,,PLANNED,
PAI-04615,Milestone 1,2025-06-19,2025-06-19,COMPLETED,0.0
PAI-04615,Milestone 2,2026-01-24,2026-01-24,COMPLETED,0.0
PAI-04615,Milestone 3,2026-08-30,,PLANNED,
PAI-04615,Milestone 4,2027-04-06,,PLANNED,
PAI-04615,Milestone 5,2027-11-10,,PLANNED,
PAI-04615,Milestone 6,2028-06-16,,PLANNED,
PAI-04615,Milestone 7,2029-01-20,,PLANNED,
PAI-04616,Milestone 1,2025-08-29,2025-10-10,DELAYED,42.0
PAI-04616,Milestone 2,2026-01-11,2026-01-31,COMPLETED,20.0
PAI-04616,Milestone 3,2026-05-26,,PLANNED,
PAI-04616,Milestone 4,2026-10-08,,PLANNED,
PAI-04616,Milestone 5,2027-02-19,,PLANNED,
PAI-04616,Milestone 6,2027-07-04,,PLANNED,
PAI-04616,Milestone 7,2027-11-16,,PLANNED,
PAI-04617,Milestone 1,2024-12-21,2024-12-22,COMPLETED,1.0
PAI-04617,Milestone 2,2025-08-20,2025-10-01,DELAYED,42.0
PAI-04617,Milestone 3,2026-04-19,,PLANNED,
PAI-04617,Milestone 4,2026-12-17,,PLANNED,
PAI-04617,Milestone 5,2027-08-16,,PLANNED,
PAI-04618,Milestone 1,2024-11-17,2025-02-06,COMPLETED,81.0
PAI-04618,Milestone 2,2025-03-17,2025-05-20,COMPLETED,64.0
PAI-04618,Milestone 3,2025-07-15,2025-08-13,DELAYED,29.0
PAI-04618,Milestone 4,2025-11-11,2025-12-05,COMPLETED,24.0
PAI-04618,Milestone 5,2026-03-11,,PLANNED,
PAI-04618,Milestone 6,2026-07-09,,PLANNED,
PAI-04618,Milestone 7,2026-11-05,,PLANNED,
PAI-04618,Milestone 8,2027-03-05,,PLANNED,
PAI-04619,Milestone 1,2025-03-12,2025-03-12,COMPLETED,0.0
PAI-04619,Milestone 2,2025-09-08,2025-10-18,COMPLETED,40.0
PAI-04619,Milestone 3,2026-03-06,2026-03-06,COMPLETED,0.0
PAI-04619,Milestone 4,2026-09-02,,PLANNED,
PAI-04619,Milestone 5,2027-02-28,,PLANNED,
PAI-04620,Milestone 1,2024-10-06,2024-10-17,COMPLETED,11.0
PAI-04620,Milestone 2,2025-03-31,2025-04-15,COMPLETED,15.0
PAI-04620,Milestone 3,2025-09-22,2025-11-05,COMPLETED,44.0
PAI-04620,Milestone 4,2026-03-17,2026-03-17,COMPLETED,0.0
PAI-04620,Milestone 5,2026-09-08,,PLANNED,
PAI-04620,Milestone 6,2027-03-03,,PLANNED,
PAI-04621,Milestone 1,2026-01-06,2026-01-06,COMPLETED,0.0
PAI-04621,Milestone 2,2026-04-16,,PLANNED,
PAI-04621,Milestone 3,2026-07-25,,PLANNED,
PAI-04621,Milestone 4,2026-11-02,,PLANNED,
PAI-04621,Milestone 5,2027-02-09,,PLANNED,
PAI-04621,Milestone 6,2027-05-20,,PLANNED,
PAI-04621,Milestone 7,2027-08-28,,PLANNED,
PAI-04622,Milestone 1,2025-03-23,2025-07-10,COMPLETED,109.0
PAI-04622,Milestone 2,2025-08-07,2025-11-07,COMPLETED,92.0
PAI-04622,Milestone 3,2025-12-22,2026-03-25,COMPLETED,93.0
PAI-04622,Milestone 4,2026-05-08,,PLANNED,
PAI-04622,Milestone 5,2026-09-22,,PLANNED,
PAI-04622,Milestone 6,2027-02-06,,PLANNED,
PAI-04622,Milestone 7,2027-06-23,,PLANNED,
PAI-04622,Milestone 8,2027-11-07,,PLANNED,
PAI-04623,Milestone 1,2024-01-01,2024-01-01,COMPLETED,0.0
PAI-04623,Milestone 2,2024-05-15,2024-05-15,COMPLETED,0.0
PAI-04623,Milestone 3,2024-09-27,2024-09-27,COMPLETED,0.0
PAI-04623,Milestone 4,2025-02-09,2025-02-09,COMPLETED,0.0
PAI-04623,Milestone 5,2025-06-24,2025-07-29,COMPLETED,35.0
PAI-04623,Milestone 6,2025-11-06,2025-11-15,COMPLETED,9.0
PAI-04623,Milestone 7,2026-03-21,2026-03-21,COMPLETED,0.0
PAI-04623,Milestone 8,2026-08-03,,PLANNED,
PAI-04624,Milestone 1,2023-11-10,2023-11-24,COMPLETED,14.0
PAI-04624,Milestone 2,2024-05-10,2024-06-19,COMPLETED,40.0
PAI-04624,Milestone 3,2024-11-08,2024-12-02,COMPLETED,24.0
PAI-04624,Milestone 4,2025-05-09,2025-06-28,DELAYED,50.0
PAI-04624,Milestone 5,2025-11-07,2025-12-28,COMPLETED,51.0
PAI-04624,Milestone 6,2026-05-08,,PLANNED,
PAI-04624,Milestone 7,2026-11-06,,PLANNED,
PAI-04625,Milestone 1,2025-04-18,2025-05-22,COMPLETED,34.0
PAI-04625,Milestone 2,2025-10-31,2025-12-16,COMPLETED,46.0
PAI-04625,Milestone 3,2026-05-14,,PLANNED,
PAI-04625,Milestone 4,2026-11-26,,PLANNED,
PAI-04625,Milestone 5,2027-06-09,,PLANNED,
PAI-04626,Milestone 1,2025-04-20,2025-08-15,COMPLETED,117.0
PAI-04626,Milestone 2,2025-10-28,2026-01-16,COMPLETED,80.0
PAI-04626,Milestone 3,2026-05-06,,PLANNED,
PAI-04626,Milestone 4,2026-11-13,,PLANNED,
PAI-04626,Milestone 5,2027-05-22,,PLANNED,
PAI-04627,Milestone 1,2024-05-01,2024-05-10,COMPLETED,9.0
PAI-04627,Milestone 2,2024-11-18,2024-11-18,COMPLETED,0.0
PAI-04627,Milestone 3,2025-06-07,2025-06-07,DELAYED,0.0
PAI-04627,Milestone 4,2025-12-25,2025-12-25,DELAYED,0.0
PAI-04627,Milestone 5,2026-07-14,,PLANNED,
PAI-04628,Milestone 1,2025-05-05,2025-08-02,COMPLETED,89.0
PAI-04628,Milestone 2,2025-08-10,2025-10-20,DELAYED,71.0
PAI-04628,Milestone 3,2025-11-15,2026-01-14,COMPLETED,60.0
PAI-04628,Milestone 4,2026-02-20,2026-03-30,COMPLETED,38.0
PAI-04628,Milestone 5,2026-05-28,,PLANNED,
PAI-04628,Milestone 6,2026-09-02,,PLANNED,
PAI-04629,Milestone 1,2025-06-03,2025-06-13,COMPLETED,10.0
PAI-04629,Milestone 2,2025-09-16,2025-09-16,DELAYED,0.0
PAI-04629,Milestone 3,2025-12-30,2025-12-30,COMPLETED,0.0
PAI-04629,Milestone 4,2026-04-14,2026-04-14,COMPLETED,0.0
PAI-04629,Milestone 5,2026-07-28,,PLANNED,
PAI-04629,Milestone 6,2026-11-10,,PLANNED,
PAI-04629,Milestone 7,2027-02-23,,PLANNED,
PAI-04629,Milestone 8,2027-06-08,,PLANNED,
PAI-04630,Milestone 1,2026-04-16,,PLANNED,
