issue_id,internal_project_id,reporting_date,issue_category,issue_description,issue_status,severity
ISS-00597-16-02,PAI-00597,2025-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00597-17-01,PAI-00597,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00597-17-02,PAI-00597,2025-05-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00597-19-01,PAI-00597,2025-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00597-19-02,PAI-00597,2025-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00597-21-01,PAI-00597,2025-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00597-22-01,PAI-00597,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00597-23-01,PAI-00597,2025-11-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00598-04-01,PAI-00598,2024-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00598-06-01,PAI-00598,2024-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00598-09-01,PAI-00598,2024-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00598-10-01,PAI-00598,2024-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00598-10-02,PAI-00598,2024-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00598-10-03,PAI-00598,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,HIGH
ISS-00598-10-04,PAI-00598,2024-10-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00598-12-01,PAI-00598,2024-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00598-14-01,PAI-00598,2025-02-28,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00598-15-01,PAI-00598,2025-03-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00598-17-01,PAI-00598,2025-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00598-18-01,PAI-00598,2025-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00598-20-01,PAI-00598,2025-08-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00598-23-01,PAI-00598,2025-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00598-23-02,PAI-00598,2025-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00598-23-03,PAI-00598,2025-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,LOW
ISS-00598-24-01,PAI-00598,2025-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00598-24-02,PAI-00598,2025-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00599-01-01,PAI-00599,2024-01-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00599-02-01,PAI-00599,2024-02-29,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00599-02-02,PAI-00599,2024-02-29,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00599-03-01,PAI-00599,2024-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00599-03-02,PAI-00599,2024-03-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00599-06-01,PAI-00599,2024-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,HIGH
ISS-00599-08-01,PAI-00599,2024-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,HIGH
ISS-00599-12-01,PAI-00599,2024-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00599-14-01,PAI-00599,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00599-15-01,PAI-00599,2025-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00599-16-01,PAI-00599,2025-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00599-16-02,PAI-00599,2025-04-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00599-17-01,PAI-00599,2025-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00599-18-01,PAI-00599,2025-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00599-22-01,PAI-00599,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00599-22-02,PAI-00599,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00599-24-01,PAI-00599,2025-12-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,HIGH
ISS-00599-24-02,PAI-00599,2025-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00600-03-01,PAI-00600,2024-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00600-05-01,PAI-00600,2024-05-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00600-08-01,PAI-00600,2024-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,HIGH
ISS-00600-09-01,PAI-00600,2024-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00600-11-01,PAI-00600,2024-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00600-19-01,PAI-00600,2025-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00600-21-01,PAI-00600,2025-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00601-01-01,PAI-00601,2024-01-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00601-01-02,PAI-00601,2024-01-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,LOW
ISS-00601-04-01,PAI-00601,2024-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00601-07-01,PAI-00601,2024-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00601-07-02,PAI-00601,2024-07-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00601-09-01,PAI-00601,2024-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,HIGH
ISS-00601-09-02,PAI-00601,2024-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00601-10-01,PAI-00601,2024-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00601-10-02,PAI-00601,2024-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00601-12-01,PAI-00601,2024-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00601-15-01,PAI-00601,2025-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00601-15-02,PAI-00601,2025-03-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00601-16-01,PAI-00601,2025-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00601-16-02,PAI-00601,2025-04-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00601-17-01,PAI-00601,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00601-18-01,PAI-00601,2025-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00601-19-01,PAI-00601,2025-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00601-22-01,PAI-00601,2025-10-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00601-22-02,PAI-00601,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00601-22-03,PAI-00601,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00601-23-01,PAI-00601,2025-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00601-24-01,PAI-00601,2025-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00602-19-01,PAI-00602,2025-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00602-21-01,PAI-00602,2025-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00602-23-01,PAI-00602,2025-11-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00603-06-01,PAI-00603,2024-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00603-07-01,PAI-00603,2024-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00603-08-01,PAI-00603,2024-08-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00603-14-01,PAI-00603,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,LOW
ISS-00603-17-01,PAI-00603,2025-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00603-21-01,PAI-00603,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00604-01-01,PAI-00604,2024-01-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00604-04-01,PAI-00604,2024-04-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00604-04-02,PAI-00604,2024-04-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00604-12-01,PAI-00604,2024-12-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00604-19-01,PAI-00604,2025-07-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00604-23-01,PAI-00604,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00605-02-01,PAI-00605,2024-02-29,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00605-02-02,PAI-00605,2024-02-29,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00605-04-01,PAI-00605,2024-04-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00605-08-01,PAI-00605,2024-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,HIGH
ISS-00605-09-01,PAI-00605,2024-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,HIGH
ISS-00605-10-01,PAI-00605,2024-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00605-11-01,PAI-00605,2024-11-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00605-11-02,PAI-00605,2024-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00605-12-01,PAI-00605,2024-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00605-12-02,PAI-00605,2024-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00605-14-01,PAI-00605,2025-02-28,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00605-14-02,PAI-00605,2025-02-28,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00605-14-03,PAI-00605,2025-02-28,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00605-18-01,PAI-00605,2025-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00605-18-02,PAI-00605,2025-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00605-19-01,PAI-00605,2025-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00605-22-01,PAI-00605,2025-10-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00605-22-02,PAI-00605,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00605-24-01,PAI-00605,2025-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,HIGH
ISS-00605-24-02,PAI-00605,2025-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00606-01-01,PAI-00606,2024-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,HIGH
ISS-00606-01-02,PAI-00606,2024-01-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00606-04-01,PAI-00606,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00606-09-01,PAI-00606,2024-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00606-15-01,PAI-00606,2025-03-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00606-19-01,PAI-00606,2025-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00606-24-01,PAI-00606,2025-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00607-04-01,PAI-00607,2024-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00607-05-01,PAI-00607,2024-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00607-09-01,PAI-00607,2024-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00607-14-01,PAI-00607,2025-02-28,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00607-24-01,PAI-00607,2025-12-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00608-01-01,PAI-00608,2024-01-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00608-02-01,PAI-00608,2024-02-29,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,HIGH
ISS-00608-06-01,PAI-00608,2024-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00608-10-01,PAI-00608,2024-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00608-10-02,PAI-00608,2024-10-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00608-14-01,PAI-00608,2025-02-28,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00608-17-01,PAI-00608,2025-05-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00608-19-01,PAI-00608,2025-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00608-20-01,PAI-00608,2025-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00608-20-02,PAI-00608,2025-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00608-22-01,PAI-00608,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00608-23-01,PAI-00608,2025-11-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00609-04-01,PAI-00609,2024-04-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00609-09-01,PAI-00609,2024-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00609-09-02,PAI-00609,2024-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00609-10-01,PAI-00609,2024-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,HIGH
ISS-00609-11-01,PAI-00609,2024-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00609-12-01,PAI-00609,2024-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00609-15-01,PAI-00609,2025-03-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00609-15-02,PAI-00609,2025-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00609-19-01,PAI-00609,2025-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,HIGH
ISS-00609-21-01,PAI-00609,2025-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00609-22-01,PAI-00609,2025-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,HIGH
ISS-00610-03-01,PAI-00610,2024-03-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00610-06-01,PAI-00610,2024-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00610-13-01,PAI-00610,2025-01-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00610-18-01,PAI-00610,2025-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00610-23-01,PAI-00610,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00610-24-01,PAI-00610,2025-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00610-24-02,PAI-00610,2025-12-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00610-24-03,PAI-00610,2025-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00611-02-01,PAI-00611,2024-02-29,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00611-02-02,PAI-00611,2024-02-29,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00611-05-01,PAI-00611,2024-05-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,LOW
ISS-00611-06-01,PAI-00611,2024-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00611-06-02,PAI-00611,2024-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00611-10-01,PAI-00611,2024-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00611-10-02,PAI-00611,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00611-13-01,PAI-00611,2025-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00611-14-01,PAI-00611,2025-02-28,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00611-14-02,PAI-00611,2025-02-28,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00611-16-01,PAI-00611,2025-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00611-16-02,PAI-00611,2025-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00611-17-01,PAI-00611,2025-05-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00611-17-02,PAI-00611,2025-05-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00611-17-03,PAI-00611,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00611-18-01,PAI-00611,2025-06-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00611-19-01,PAI-00611,2025-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00611-20-01,PAI-00611,2025-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00611-20-02,PAI-00611,2025-08-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00611-21-01,PAI-00611,2025-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00611-22-01,PAI-00611,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00611-22-02,PAI-00611,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00612-04-01,PAI-00612,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00612-22-01,PAI-00612,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00612-24-01,PAI-00612,2025-12-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00613-03-01,PAI-00613,2024-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00613-05-01,PAI-00613,2024-05-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00613-11-01,PAI-00613,2024-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00613-20-01,PAI-00613,2025-08-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00614-02-01,PAI-00614,2024-02-29,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00614-05-01,PAI-00614,2024-05-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00614-06-01,PAI-00614,2024-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00614-10-01,PAI-00614,2024-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00614-13-01,PAI-00614,2025-01-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00614-13-02,PAI-00614,2025-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00614-15-01,PAI-00614,2025-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00614-16-01,PAI-00614,2025-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00614-18-01,PAI-00614,2025-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00614-20-01,PAI-00614,2025-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,HIGH
ISS-00614-21-01,PAI-00614,2025-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00614-21-02,PAI-00614,2025-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
