snapshot_id,internal_project_id,reporting_date,planned_progress_pct,physical_progress_pct,planned_expenditure_cr,period_expenditure_cr,cumulative_expenditure_cr,milestones_planned,milestones_completed,delay_days
SNP-00579-22,PAI-00579,2025-10-31,93.52,67.04,316.62,2.37,232.95,2,1,19
SNP-00579-23,PAI-00579,2025-11-30,97.4,72.08,329.76,0.0,232.95,3,2,19
SNP-00579-24,PAI-00579,2025-12-31,100.0,73.74,338.57,0.0,232.95,2,1,21
SNP-00580-01,PAI-00580,2024-01-31,0.83,3.55,7.43,20.66,20.66,2,2,0
SNP-00580-02,PAI-00580,2024-02-29,3.39,7.68,30.21,37.02,57.68,2,2,0
SNP-00580-03,PAI-00580,2024-03-31,9.42,10.72,83.9,23.78,81.46,2,2,1
SNP-00580-04,PAI-00580,2024-04-30,15.32,13.29,136.44,42.65,124.11,3,2,2
SNP-00580-05,PAI-00580,2024-05-31,16.75,15.03,149.2,5.23,129.34,2,2,4
SNP-00580-06,PAI-00580,2024-06-30,23.9,23.14,212.85,44.93,174.27,3,3,1
SNP-00580-07,PAI-00580,2024-07-31,25.61,29.07,228.1,71.72,245.99,2,2,0
SNP-00580-08,PAI-00580,2024-08-31,30.41,29.07,270.86,16.08,262.07,2,2,3
SNP-00580-09,PAI-00580,2024-09-30,36.6,32.91,326.05,0.0,262.07,3,2,3
SNP-00580-10,PAI-00580,2024-10-31,39.77,33.0,354.22,3.95,266.01,2,2,6
SNP-00580-11,PAI-00580,2024-11-30,44.42,43.39,395.66,78.55,344.57,2,2,1
SNP-00580-12,PAI-00580,2024-12-31,48.63,43.39,433.17,0.0,344.57,2,1,5
SNP-00580-13,PAI-00580,2025-01-31,54.8,45.93,488.1,85.05,429.61,1,1,6
SNP-00580-14,PAI-00580,2025-02-28,59.97,50.26,534.19,22.37,451.98,2,2,6
SNP-00580-15,PAI-00580,2025-03-31,63.58,53.44,566.32,12.23,464.21,2,2,7
SNP-00580-16,PAI-00580,2025-04-30,69.08,57.34,615.29,0.0,464.21,2,1,7
SNP-00580-17,PAI-00580,2025-05-31,70.99,63.56,632.38,86.52,550.73,3,3,5
SNP-00580-18,PAI-00580,2025-06-30,78.03,63.56,695.03,0.0,550.73,3,2,9
SNP-00580-19,PAI-00580,2025-07-31,81.0,70.09,721.49,74.16,624.89,2,2,7
SNP-00580-20,PAI-00580,2025-08-31,86.42,70.2,769.8,0.0,624.89,1,1,10
SNP-00580-21,PAI-00580,2025-09-30,90.39,75.74,805.14,44.3,669.18,3,2,9
SNP-00580-22,PAI-00580,2025-10-31,94.7,81.26,843.57,84.02,753.2,3,2,8
SNP-00580-23,PAI-00580,2025-11-30,99.79,84.76,888.89,0.0,753.2,1,1,8
SNP-00580-24,PAI-00580,2025-12-31,100.0,84.76,890.75,0.0,753.2,3,3,12
SNP-00581-01,PAI-00581,2024-01-31,0.76,3.81,1.61,9.31,9.31,2,2,0
SNP-00581-02,PAI-00581,2024-02-29,3.98,8.6,8.46,7.02,16.33,2,2,0
SNP-00581-03,PAI-00581,2024-03-31,11.55,12.66,24.53,7.78,24.11,2,2,0
SNP-00581-04,PAI-00581,2024-04-30,14.07,15.75,29.9,7.23,31.34,2,2,0
SNP-00581-05,PAI-00581,2024-05-31,15.67,19.94,33.29,6.55,37.89,3,3,0
SNP-00581-06,PAI-00581,2024-06-30,23.22,19.94,49.34,7.28,45.17,1,1,4
SNP-00581-07,PAI-00581,2024-07-31,25.63,23.77,54.47,1.53,46.7,3,3,4
SNP-00581-08,PAI-00581,2024-08-31,31.11,28.82,66.11,8.76,55.46,3,3,3
SNP-00581-09,PAI-00581,2024-09-30,36.9,29.44,78.41,9.9,65.36,2,1,6
SNP-00581-10,PAI-00581,2024-10-31,40.04,34.49,85.09,8.86,74.22,2,2,5
SNP-00581-11,PAI-00581,2024-11-30,44.62,37.3,94.8,0.0,74.22,2,1,6
SNP-00581-12,PAI-00581,2024-12-31,49.44,45.53,105.05,17.23,91.45,2,2,3
SNP-00581-13,PAI-00581,2025-01-31,54.47,45.92,115.74,0.0,91.45,2,1,6
SNP-00581-14,PAI-00581,2025-02-28,56.91,52.39,120.92,9.28,100.73,1,1,4
SNP-00581-15,PAI-00581,2025-03-31,65.36,55.75,138.88,4.23,104.96,2,2,5
SNP-00581-16,PAI-00581,2025-04-30,66.59,55.75,141.49,0.0,104.96,1,1,8
SNP-00581-17,PAI-00581,2025-05-31,71.39,60.38,151.69,3.6,108.56,2,1,8
SNP-00581-18,PAI-00581,2025-06-30,75.27,63.35,159.93,7.78,116.34,2,2,9
SNP-00581-19,PAI-00581,2025-07-31,81.38,63.93,172.91,6.52,122.86,2,1,12
SNP-00581-20,PAI-00581,2025-08-31,85.18,70.83,180.99,12.29,135.15,3,2,10
SNP-00581-21,PAI-00581,2025-09-30,87.78,75.79,186.52,22.18,157.34,2,2,9
SNP-00581-22,PAI-00581,2025-10-31,93.51,77.49,198.7,11.83,169.17,3,2,11
SNP-00581-23,PAI-00581,2025-11-30,98.42,77.49,209.13,0.0,169.17,3,2,14
SNP-00581-24,PAI-00581,2025-12-31,100.0,88.43,212.48,0.0,169.17,3,3,9
SNP-00582-01,PAI-00582,2024-01-31,0.0,4.68,0.0,5.93,5.93,1,1,0
SNP-00582-02,PAI-00582,2024-02-29,5.99,7.03,9.45,4.75,10.68,1,1,1
SNP-00582-03,PAI-00582,2024-03-31,8.12,10.12,12.79,4.6,15.28,1,1,1
SNP-00582-04,PAI-00582,2024-04-30,13.16,12.65,20.75,2.11,17.39,2,2,3
SNP-00582-05,PAI-00582,2024-05-31,17.81,13.62,28.08,6.35,23.74,2,1,5
SNP-00582-06,PAI-00582,2024-06-30,23.08,15.31,36.38,1.18,24.92,3,2,7
SNP-00582-07,PAI-00582,2024-07-31,27.71,22.42,43.68,9.19,34.11,2,1,5
SNP-00582-08,PAI-00582,2024-08-31,28.99,23.16,45.7,0.0,34.11,1,1,8
SNP-00582-09,PAI-00582,2024-09-30,36.6,27.68,57.7,4.17,38.27,1,1,7
SNP-00582-10,PAI-00582,2024-10-31,39.6,27.68,62.42,12.02,50.29,2,1,11
SNP-00582-11,PAI-00582,2024-11-30,45.65,33.43,71.96,0.0,50.29,3,2,9
SNP-00582-12,PAI-00582,2024-12-31,52.15,33.43,82.2,0.0,50.29,2,1,13
SNP-00582-13,PAI-00582,2025-01-31,52.71,37.78,83.09,11.57,61.86,2,1,13
SNP-00582-14,PAI-00582,2025-02-28,57.11,43.22,90.02,0.0,61.86,2,1,12
SNP-00582-15,PAI-00582,2025-03-31,63.78,43.22,100.53,0.0,61.86,3,2,15
SNP-00582-16,PAI-00582,2025-04-30,68.43,44.0,107.87,12.99,74.85,2,1,18
SNP-00582-17,PAI-00582,2025-05-31,72.2,45.53,113.81,0.0,74.85,2,1,20
SNP-00582-18,PAI-00582,2025-06-30,75.03,50.17,118.27,0.0,74.85,2,1,19
SNP-00582-19,PAI-00582,2025-07-31,79.64,52.98,125.53,0.0,74.85,3,2,20
SNP-00582-20,PAI-00582,2025-08-31,84.58,53.64,133.32,3.04,77.9,4,2,23
SNP-00582-21,PAI-00582,2025-09-30,90.7,58.73,142.97,11.72,89.62,2,1,23
SNP-00582-22,PAI-00582,2025-10-31,96.42,58.73,151.99,8.8,98.41,2,1,26
SNP-00582-23,PAI-00582,2025-11-30,97.6,67.9,153.85,8.78,107.19,2,1,22
SNP-00582-24,PAI-00582,2025-12-31,100.0,67.98,157.63,5.65,112.84,2,1,25
SNP-00583-01,PAI-00583,2024-01-31,0.0,0.82,0.0,0.0,0.0,2,2,5
SNP-00583-02,PAI-00583,2024-02-29,4.15,3.28,52.84,29.23,29.23,1,1,7
SNP-00583-03,PAI-00583,2024-03-31,6.93,4.58,88.07,13.67,42.9,2,1,11
SNP-00583-04,PAI-00583,2024-04-30,14.03,9.94,178.43,68.25,111.15,2,1,10
SNP-00583-05,PAI-00583,2024-05-31,15.65,13.17,198.97,52.49,163.64,2,2,11
SNP-00583-06,PAI-00583,2024-06-30,23.19,13.17,294.97,0.0,163.64,3,2,17
SNP-00583-07,PAI-00583,2024-07-31,26.6,18.88,338.26,50.96,214.6,1,1,15
SNP-00583-08,PAI-00583,2024-08-31,30.77,19.56,391.31,10.86,225.46,3,2,20
SNP-00583-09,PAI-00583,2024-09-30,36.2,22.29,460.31,60.59,286.05,2,1,22
SNP-00583-10,PAI-00583,2024-10-31,39.99,24.46,508.51,61.87,347.92,1,0,25
SNP-00583-11,PAI-00583,2024-11-30,45.14,26.57,574.03,0.0,347.92,2,1,28
SNP-00583-12,PAI-00583,2024-12-31,50.39,30.92,640.83,78.88,426.8,2,1,28
SNP-00583-13,PAI-00583,2025-01-31,54.19,30.92,689.14,0.0,426.8,3,1,34
SNP-00583-14,PAI-00583,2025-02-28,56.38,33.33,717.01,0.0,426.8,3,2,37
SNP-00583-15,PAI-00583,2025-03-31,63.27,37.89,804.61,61.63,488.43,2,1,36
SNP-00583-16,PAI-00583,2025-04-30,66.42,38.57,844.65,0.0,488.43,2,1,42
SNP-00583-17,PAI-00583,2025-05-31,71.97,39.45,915.17,74.62,563.05,1,0,47
SNP-00583-18,PAI-00583,2025-06-30,75.52,44.75,960.43,75.05,638.1,2,1,45
SNP-00583-19,PAI-00583,2025-07-31,80.84,44.75,1028.01,0.0,638.1,2,1,51
SNP-00583-20,PAI-00583,2025-08-31,88.16,52.15,1121.18,0.0,638.1,2,1,46
SNP-00583-21,PAI-00583,2025-09-30,91.15,52.15,1159.15,0.0,638.1,2,1,53
SNP-00583-22,PAI-00583,2025-10-31,95.36,52.15,1212.68,0.0,638.1,3,2,59
SNP-00583-23,PAI-00583,2025-11-30,99.76,54.06,1268.68,0.0,638.1,3,1,62
SNP-00583-24,PAI-00583,2025-12-31,100.0,57.45,1271.69,168.74,806.84,1,0,63
SNP-00584-01,PAI-00584,2024-01-31,0.18,0.16,0.41,0.54,0.54,3,0,3
SNP-00584-02,PAI-00584,2024-02-29,3.72,7.65,8.57,21.5,22.05,2,2,0
SNP-00584-03,PAI-00584,2024-03-31,7.78,7.65,17.95,0.0,22.05,2,2,3
SNP-00584-04,PAI-00584,2024-04-30,13.79,7.65,31.82,0.0,22.05,1,1,7
SNP-00584-05,PAI-00584,2024-05-31,19.28,8.84,44.48,0.0,22.05,1,0,9
SNP-00584-06,PAI-00584,2024-06-30,23.64,12.51,54.53,7.08,29.12,3,1,9
SNP-00584-07,PAI-00584,2024-07-31,26.92,17.12,62.08,10.0,39.12,2,1,9
SNP-00584-08,PAI-00584,2024-08-31,29.97,22.85,69.12,6.48,45.6,2,1,8
SNP-00584-09,PAI-00584,2024-09-30,37.05,22.85,85.46,5.65,51.24,2,1,11
SNP-00584-10,PAI-00584,2024-10-31,41.11,23.28,94.81,0.0,51.24,2,1,14
SNP-00584-11,PAI-00584,2024-11-30,45.41,28.28,104.74,0.0,51.24,2,1,14
SNP-00584-12,PAI-00584,2024-12-31,51.25,28.91,118.21,7.75,59.0,2,1,16
SNP-00584-13,PAI-00584,2025-01-31,53.73,28.91,123.92,0.56,59.56,2,1,20
SNP-00584-14,PAI-00584,2025-02-28,60.48,28.91,139.51,0.0,59.56,2,1,23
SNP-00584-15,PAI-00584,2025-03-31,63.98,34.02,147.57,3.11,62.67,3,1,22
SNP-00584-16,PAI-00584,2025-04-30,69.09,35.84,159.36,14.72,77.39,3,1,24
SNP-00584-17,PAI-00584,2025-05-31,73.51,36.74,169.55,0.0,77.39,1,0,27
SNP-00584-18,PAI-00584,2025-06-30,75.01,41.67,173.02,19.03,96.42,3,2,26
SNP-00584-19,PAI-00584,2025-07-31,79.8,41.73,184.05,0.0,96.42,2,1,29
SNP-00584-20,PAI-00584,2025-08-31,86.85,44.77,200.33,0.0,96.42,2,1,30
SNP-00584-21,PAI-00584,2025-09-30,89.25,44.77,205.86,0.0,96.42,2,1,34
SNP-00584-22,PAI-00584,2025-10-31,93.1,46.04,214.74,0.33,96.75,2,1,36
SNP-00584-23,PAI-00584,2025-11-30,97.97,48.66,225.96,0.65,97.4,4,2,37
SNP-00584-24,PAI-00584,2025-12-31,100.0,52.06,230.65,0.0,97.4,2,1,38
SNP-00585-01,PAI-00585,2024-01-31,0.91,4.18,3.54,8.92,8.92,2,2,0
SNP-00585-02,PAI-00585,2024-02-29,3.67,4.18,14.26,2.91,11.83,1,1,3
SNP-00585-03,PAI-00585,2024-03-31,9.68,8.93,37.63,14.24,26.06,2,2,2
SNP-00585-04,PAI-00585,2024-04-30,13.01,16.13,50.59,42.85,68.91,3,3,0
SNP-00585-05,PAI-00585,2024-05-31,18.81,22.75,73.14,20.28,89.19,2,2,0
SNP-00585-06,PAI-00585,2024-06-30,23.83,22.75,92.64,0.0,89.19,2,2,1
SNP-00585-07,PAI-00585,2024-07-31,28.57,23.9,111.07,0.0,89.19,2,2,4
SNP-00585-08,PAI-00585,2024-08-31,31.14,27.26,121.08,19.69,108.89,3,2,4
SNP-00585-09,PAI-00585,2024-09-30,36.02,37.21,140.03,30.73,139.62,2,2,0
SNP-00585-10,PAI-00585,2024-10-31,41.48,37.79,161.26,0.0,139.62,3,2,3
SNP-00585-11,PAI-00585,2024-11-30,45.83,40.35,178.18,10.23,149.85,3,2,4
SNP-00585-12,PAI-00585,2024-12-31,53.39,43.31,207.57,0.0,149.85,3,2,5
SNP-00585-13,PAI-00585,2025-01-31,56.43,47.36,219.39,24.49,174.34,1,1,5
SNP-00585-14,PAI-00585,2025-02-28,56.96,47.36,221.47,0.0,174.34,2,1,8
SNP-00585-15,PAI-00585,2025-03-31,62.35,53.1,242.42,13.08,187.41,2,2,7
SNP-00585-16,PAI-00585,2025-04-30,67.63,54.65,262.93,0.0,187.41,2,1,9
SNP-00585-17,PAI-00585,2025-05-31,73.25,58.6,284.8,37.85,225.26,3,2,9
SNP-00585-18,PAI-00585,2025-06-30,77.41,64.7,300.98,30.33,255.59,2,2,8
SNP-00585-19,PAI-00585,2025-07-31,80.9,65.77,314.51,0.0,255.59,3,2,10
SNP-00585-20,PAI-00585,2025-08-31,84.54,67.94,328.7,0.0,255.59,3,3,12
SNP-00585-21,PAI-00585,2025-09-30,90.88,71.29,353.35,0.0,255.59,2,1,12
SNP-00585-22,PAI-00585,2025-10-31,94.11,74.73,365.89,39.79,295.38,3,2,13
SNP-00585-23,PAI-00585,2025-11-30,99.61,80.17,387.26,0.0,295.38,2,1,12
SNP-00585-24,PAI-00585,2025-12-31,100.0,81.77,388.79,0.0,295.38,2,2,14
SNP-00586-01,PAI-00586,2024-01-31,0.0,5.23,0.0,9.97,9.97,1,1,0
SNP-00586-02,PAI-00586,2024-02-29,5.6,5.95,17.17,9.69,19.66,3,3,1
SNP-00586-03,PAI-00586,2024-03-31,11.92,15.39,36.56,19.77,39.44,2,2,0
SNP-00586-04,PAI-00586,2024-04-30,14.29,17.93,43.81,11.73,51.16,2,2,0
SNP-00586-05,PAI-00586,2024-05-31,17.39,21.92,53.34,13.44,64.61,3,3,0
SNP-00586-06,PAI-00586,2024-06-30,22.88,27.46,70.15,3.55,68.16,3,3,0
SNP-00586-07,PAI-00586,2024-07-31,29.08,32.58,89.17,16.05,84.2,2,2,0
SNP-00586-08,PAI-00586,2024-08-31,30.47,35.1,93.45,26.25,110.45,2,2,0
SNP-00586-09,PAI-00586,2024-09-30,36.47,41.55,111.82,21.65,132.11,3,3,0
SNP-00586-10,PAI-00586,2024-10-31,41.1,46.02,126.05,0.0,132.11,1,1,0
SNP-00586-11,PAI-00586,2024-11-30,44.59,49.86,136.75,5.56,137.67,1,1,0
SNP-00586-12,PAI-00586,2024-12-31,48.9,57.3,149.95,15.1,152.77,2,2,0
SNP-00586-13,PAI-00586,2025-01-31,54.1,60.47,165.9,23.95,176.72,3,3,0
SNP-00586-14,PAI-00586,2025-02-28,56.74,63.6,173.99,12.14,188.86,2,2,0
SNP-00586-15,PAI-00586,2025-03-31,65.53,67.65,200.96,22.15,211.01,1,1,0
SNP-00586-16,PAI-00586,2025-04-30,66.21,70.82,203.02,0.0,211.01,2,2,0
SNP-00586-17,PAI-00586,2025-05-31,72.05,77.46,220.95,33.56,244.57,1,1,0
SNP-00586-18,PAI-00586,2025-06-30,73.98,79.12,226.85,0.0,244.57,2,2,0
SNP-00586-19,PAI-00586,2025-07-31,81.91,82.2,251.18,0.0,244.57,2,2,0
SNP-00586-20,PAI-00586,2025-08-31,84.65,90.53,259.57,0.0,244.57,1,1,0
SNP-00586-21,PAI-00586,2025-09-30,88.72,97.17,272.05,25.63,270.2,2,2,0
SNP-00586-22,PAI-00586,2025-10-31,95.59,100.0,293.14,22.95,293.15,1,1,0
SNP-00586-23,PAI-00586,2025-11-30,99.4,100.0,304.82,0.0,293.15,2,2,0
SNP-00586-24,PAI-00586,2025-12-31,100.0,100.0,306.65,22.27,315.42,2,2,0
SNP-00587-01,PAI-00587,2024-01-31,1.02,0.0,2.59,0.0,0.0,2,0,6
SNP-00587-02,PAI-00587,2024-02-29,3.85,2.38,9.77,0.03,0.03,3,2,8
SNP-00587-03,PAI-00587,2024-03-31,8.62,4.35,21.84,16.0,16.04,2,1,12
SNP-00587-04,PAI-00587,2024-04-30,12.48,11.98,31.62,15.16,31.2,3,3,7
SNP-00587-05,PAI-00587,2024-05-31,20.42,11.98,51.75,0.0,31.2,1,0,13
SNP-00587-06,PAI-00587,2024-06-30,21.43,12.63,54.32,0.0,31.2,2,1,18
SNP-00587-07,PAI-00587,2024-07-31,27.94,15.88,70.81,2.76,33.96,2,1,19
SNP-00587-08,PAI-00587,2024-08-31,29.9,15.99,75.77,2.59,36.55,2,1,26
SNP-00587-09,PAI-00587,2024-09-30,34.58,21.33,87.65,10.3,46.85,3,2,24
SNP-00587-10,PAI-00587,2024-10-31,40.19,23.76,101.86,8.97,55.82,2,1,26
SNP-00587-11,PAI-00587,2024-11-30,43.62,23.9,110.55,0.0,55.82,2,1,32
SNP-00587-12,PAI-00587,2024-12-31,50.27,26.52,127.41,2.63,58.45,2,1,35
SNP-00587-13,PAI-00587,2025-01-31,53.98,30.94,136.8,25.94,84.39,2,1,34
SNP-00587-14,PAI-00587,2025-02-28,58.97,34.77,149.45,0.0,84.39,2,1,35
SNP-00587-15,PAI-00587,2025-03-31,62.42,34.77,158.21,7.53,91.92,1,0,41
SNP-00587-16,PAI-00587,2025-04-30,66.5,34.77,168.53,0.0,91.92,1,0,47
SNP-00587-17,PAI-00587,2025-05-31,71.46,37.77,181.11,0.0,91.92,3,1,49
SNP-00587-18,PAI-00587,2025-06-30,75.17,40.58,190.51,2.15,94.07,1,0,51
SNP-00587-19,PAI-00587,2025-07-31,81.31,43.32,206.08,14.07,108.14,2,1,53
SNP-00587-20,PAI-00587,2025-08-31,85.73,46.31,217.28,0.0,108.14,2,1,55
SNP-00587-21,PAI-00587,2025-09-30,90.19,47.72,228.59,12.2,120.33,2,1,59
SNP-00587-22,PAI-00587,2025-10-31,95.09,49.66,241.0,9.76,130.09,3,1,63
SNP-00587-23,PAI-00587,2025-11-30,98.62,53.18,249.95,0.0,130.09,1,0,63
SNP-00587-24,PAI-00587,2025-12-31,100.0,53.18,253.44,1.96,132.05,3,1,70
SNP-00588-01,PAI-00588,2024-01-31,0.0,0.86,0.0,8.54,8.54,1,1,4
SNP-00588-02,PAI-00588,2024-02-29,2.8,1.97,10.23,0.0,8.54,1,1,9
SNP-00588-03,PAI-00588,2024-03-31,9.4,7.16,34.3,17.39,25.93,2,1,8
SNP-00588-04,PAI-00588,2024-04-30,13.63,7.16,49.74,3.3,29.23,2,1,14
SNP-00588-05,PAI-00588,2024-05-31,18.33,8.14,66.89,0.0,29.23,1,0,19
SNP-00588-06,PAI-00588,2024-06-30,20.81,8.14,75.93,0.0,29.23,1,0,25
SNP-00588-07,PAI-00588,2024-07-31,27.86,11.35,101.66,6.89,36.12,2,1,26
SNP-00588-08,PAI-00588,2024-08-31,32.02,11.35,116.87,0.45,36.57,2,1,32
SNP-00588-09,PAI-00588,2024-09-30,35.58,11.35,129.83,1.95,38.52,2,1,39
SNP-00588-10,PAI-00588,2024-10-31,39.75,18.43,145.07,25.58,64.1,2,1,34
SNP-00588-11,PAI-00588,2024-11-30,44.16,18.43,161.14,0.0,64.1,2,1,41
SNP-00588-12,PAI-00588,2024-12-31,49.94,18.43,182.24,0.0,64.1,3,1,47
SNP-00588-13,PAI-00588,2025-01-31,52.44,18.43,191.38,0.0,64.1,3,1,53
SNP-00588-14,PAI-00588,2025-02-28,59.25,18.43,216.22,0.0,64.1,2,1,59
SNP-00588-15,PAI-00588,2025-03-31,62.95,18.43,229.72,0.0,64.1,1,0,66
SNP-00588-16,PAI-00588,2025-04-30,66.72,18.43,243.46,8.03,72.13,3,1,72
SNP-00588-17,PAI-00588,2025-05-31,73.82,20.91,269.37,0.0,72.13,3,1,74
SNP-00588-18,PAI-00588,2025-06-30,75.49,20.91,275.46,14.17,86.3,2,0,81
SNP-00588-19,PAI-00588,2025-07-31,81.53,25.55,297.52,0.0,86.3,3,1,80
SNP-00588-20,PAI-00588,2025-08-31,85.15,25.98,310.75,4.94,91.24,2,1,86
SNP-00588-21,PAI-00588,2025-09-30,89.04,25.98,324.92,0.0,91.24,3,1,92
SNP-00588-22,PAI-00588,2025-10-31,92.77,26.88,338.55,17.66,108.9,2,0,97
SNP-00588-23,PAI-00588,2025-11-30,97.01,30.14,354.02,9.01,117.91,3,1,98
SNP-00588-24,PAI-00588,2025-12-31,100.0,30.14,364.92,1.87,119.78,2,1,104
SNP-00589-01,PAI-00589,2024-01-31,0.0,3.62,0.0,4.84,4.84,3,3,0
SNP-00589-02,PAI-00589,2024-02-29,6.09,8.03,16.23,14.51,19.35,3,3,0
SNP-00589-03,PAI-00589,2024-03-31,9.47,14.0,25.24,9.12,28.47,2,2,0
SNP-00589-04,PAI-00589,2024-04-30,13.66,14.44,36.42,0.0,28.47,2,2,1
SNP-00589-05,PAI-00589,2024-05-31,17.74,18.92,47.29,6.55,35.02,3,3,1
SNP-00589-06,PAI-00589,2024-06-30,22.65,23.56,60.38,21.72,56.74,2,2,1
SNP-00589-07,PAI-00589,2024-07-31,25.81,27.73,68.81,11.68,68.42,3,3,1
SNP-00589-08,PAI-00589,2024-08-31,30.12,29.57,80.28,0.0,68.42,3,3,3
SNP-00589-09,PAI-00589,2024-09-30,34.41,38.48,91.72,25.21,93.64,3,3,0
SNP-00589-10,PAI-00589,2024-10-31,39.45,39.28,105.17,0.0,93.64,3,3,1
SNP-00589-11,PAI-00589,2024-11-30,46.57,45.46,124.14,0.0,93.64,2,2,0
SNP-00589-12,PAI-00589,2024-12-31,50.01,53.35,133.3,26.31,119.94,2,2,0
SNP-00589-13,PAI-00589,2025-01-31,54.7,55.43,145.8,0.0,119.94,2,2,0
SNP-00589-14,PAI-00589,2025-02-28,59.05,56.95,157.41,10.49,130.44,3,2,1
SNP-00589-15,PAI-00589,2025-03-31,64.89,62.62,172.98,24.03,154.47,2,2,0
SNP-00589-16,PAI-00589,2025-04-30,67.02,65.16,178.65,12.17,166.64,3,2,1
SNP-00589-17,PAI-00589,2025-05-31,70.51,69.11,187.94,0.0,166.64,1,1,1
SNP-00589-18,PAI-00589,2025-06-30,75.64,71.92,201.62,0.0,166.64,1,1,2
SNP-00589-19,PAI-00589,2025-07-31,81.37,77.39,216.89,4.69,171.33,3,2,1
SNP-00589-20,PAI-00589,2025-08-31,88.16,82.01,234.99,18.55,189.89,2,2,1
SNP-00589-21,PAI-00589,2025-09-30,88.59,89.11,236.14,35.56,225.45,3,3,0
SNP-00589-22,PAI-00589,2025-10-31,93.8,89.64,250.04,0.0,225.45,2,2,1
SNP-00589-23,PAI-00589,2025-11-30,98.42,97.69,262.36,17.09,242.54,1,1,0
SNP-00589-24,PAI-00589,2025-12-31,100.0,100.0,266.56,0.0,242.54,2,2,0
SNP-00590-01,PAI-00590,2024-01-31,1.47,5.21,2.63,9.56,9.56,3,3,0
SNP-00590-02,PAI-00590,2024-02-29,6.04,8.01,10.82,5.96,15.52,2,2,0
SNP-00590-03,PAI-00590,2024-03-31,7.85,14.5,14.06,11.8,27.32,2,2,0
SNP-00590-04,PAI-00590,2024-04-30,14.06,16.2,25.19,0.0,27.32,2,2,0
SNP-00590-05,PAI-00590,2024-05-31,18.37,20.77,32.92,4.15,31.47,3,3,0
SNP-00590-06,PAI-00590,2024-06-30,22.72,27.73,40.7,9.71,41.18,2,2,0
SNP-00590-07,PAI-00590,2024-07-31,24.97,33.12,44.73,18.3,59.48,2,2,0
SNP-00590-08,PAI-00590,2024-08-31,30.89,34.29,55.34,0.0,59.48,2,2,0
SNP-00590-09,PAI-00590,2024-09-30,37.28,36.78,66.79,8.78,68.26,2,2,0
SNP-00590-10,PAI-00590,2024-10-31,40.61,45.01,72.74,2.99,71.24,3,3,0
SNP-00590-11,PAI-00590,2024-11-30,46.18,46.08,82.72,4.27,75.52,2,2,0
SNP-00590-12,PAI-00590,2024-12-31,49.16,51.04,88.07,0.11,75.62,2,2,0
SNP-00590-13,PAI-00590,2025-01-31,55.65,55.0,99.69,10.3,85.92,1,1,0
SNP-00590-14,PAI-00590,2025-02-28,58.47,57.5,104.74,22.0,107.92,1,1,0
SNP-00590-15,PAI-00590,2025-03-31,62.19,60.46,111.41,0.0,107.92,2,2,1
SNP-00590-16,PAI-00590,2025-04-30,67.76,72.56,121.39,2.92,110.84,1,1,0
SNP-00590-17,PAI-00590,2025-05-31,71.14,73.48,127.44,0.0,110.84,2,2,0
SNP-00590-18,PAI-00590,2025-06-30,74.68,78.67,133.77,22.1,132.93,3,3,0
SNP-00590-19,PAI-00590,2025-07-31,81.05,79.5,145.2,14.78,147.72,2,2,0
SNP-00590-20,PAI-00590,2025-08-31,86.12,83.79,154.28,0.0,147.72,3,3,0
SNP-00590-21,PAI-00590,2025-09-30,91.34,83.79,163.62,0.0,147.72,1,1,2
SNP-00590-22,PAI-00590,2025-10-31,92.81,92.09,166.26,15.35,163.07,3,2,0
SNP-00590-23,PAI-00590,2025-11-30,100.0,98.63,179.14,8.26,171.33,2,2,0
SNP-00590-24,PAI-00590,2025-12-31,100.0,98.63,179.14,3.78,175.12,3,2,1
SNP-00591-01,PAI-00591,2024-01-31,1.47,4.54,2.33,6.98,6.98,2,2,0
SNP-00591-02,PAI-00591,2024-02-29,4.4,7.52,6.96,3.29,10.28,1,1,0
SNP-00591-03,PAI-00591,2024-03-31,9.02,10.43,14.29,3.16,13.44,3,3,1
SNP-00591-04,PAI-00591,2024-04-30,13.88,14.18,21.98,8.37,21.81,2,2,1
SNP-00591-05,PAI-00591,2024-05-31,15.69,20.88,24.85,11.34,33.15,3,3,0
SNP-00591-06,PAI-00591,2024-06-30,21.48,25.82,34.01,4.44,37.59,2,2,0
SNP-00591-07,PAI-00591,2024-07-31,25.68,25.82,40.66,0.0,37.59,2,2,2
SNP-00591-08,PAI-00591,2024-08-31,32.62,28.53,51.64,7.93,45.52,2,2,3
SNP-00591-09,PAI-00591,2024-09-30,36.33,29.7,57.52,2.49,48.02,3,2,6
SNP-00591-10,PAI-00591,2024-10-31,40.26,33.66,63.75,2.91,50.92,2,2,6
SNP-00591-11,PAI-00591,2024-11-30,44.99,36.95,71.23,0.0,50.92,1,1,7
SNP-00591-12,PAI-00591,2024-12-31,48.52,40.82,76.82,0.46,51.38,1,1,7
SNP-00591-13,PAI-00591,2025-01-31,53.28,43.11,84.36,0.85,52.23,1,1,8
SNP-00591-14,PAI-00591,2025-02-28,56.46,44.81,89.39,18.66,70.89,3,2,10
SNP-00591-15,PAI-00591,2025-03-31,61.0,49.26,96.58,1.03,71.92,2,1,10
SNP-00591-16,PAI-00591,2025-04-30,68.57,56.29,108.57,13.83,85.75,2,2,8
