internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-00332,Bridge Project 332 - Haryana,Ministry of Railways,IRCON,Railways,Haryana,Bridge,2022-08-28,2022-11-03,2027-11-03,2028-01-20,199.92,222.42,PAI26-100331,OCMS-2020-10331,PMG-50331
PAI-00333,Substation Project 333 - Andhra Pradesh,Ministry of Power,Power Grid Corporation,Power,Andhra Pradesh,Substation,2023-03-02,2023-05-01,2026-11-01,2027-07-26,414.68,589.0,PAI26-100332,OCMS-2021-10332,PMG-50332
PAI-00334,Dredging Project 334 - Chhattisgarh,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Chhattisgarh,Dredging,2023-07-25,2023-10-24,2028-03-24,2028-04-25,150.0,173.49,PAI26-100333,OCMS-2022-10333,PMG-50333
PAI-00335,Airport Expansion Project 335 - Bihar,Ministry of Civil Aviation,AAI,Civil Aviation,Bihar,Airport Expansion,2022-12-14,2023-06-21,2027-03-21,2027-03-21,312.94,328.15,PAI26-100334,OCMS-2023-10334,PMG-50334
PAI-00336,5G Infrastructure Project 336 - Sikkim,Ministry of Telecommunications,Department of Telecommunications,Telecom,Sikkim,5G Infrastructure,2022-05-06,2022-11-25,2025-02-25,2025-03-05,150.0,154.49,PAI26-100335,OCMS-2024-10335,PMG-50335
PAI-00337,National Highway Project 337 - Madhya Pradesh,Ministry of Road Transport & Highways,MoRTH,Roads,Madhya Pradesh,National Highway,2023-01-19,2023-10-24,2027-04-24,2027-06-28,332.81,370.7,PAI26-100336,OCMS-2018-10336,PMG-50336
PAI-00338,Electrification Project 338 - Rajasthan,Ministry of Railways,Indian Railways,Railways,Rajasthan,Electrification,2023-10-30,2024-08-20,2028-09-20,2028-10-30,171.59,171.59,PAI26-100337,OCMS-2019-10337,PMG-50337
PAI-00339,Generation Project 339 - Haryana,Ministry of Power,Power Grid Corporation,Power,Haryana,Generation,2023-03-18,2023-07-12,2027-11-12,2028-06-14,411.16,554.3,PAI26-100338,OCMS-2020-10338,PMG-50338
PAI-00340,Inland Waterway Project 340 - Assam,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Assam,Inland Waterway,2022-10-28,2023-06-29,2027-06-29,2027-07-31,414.24,422.53,PAI26-100339,OCMS-2021-10339,PMG-50339
PAI-00341,Terminal Project 341 - Kerala,Ministry of Civil Aviation,AAI,Civil Aviation,Kerala,Terminal,2022-05-14,2022-12-04,2025-06-04,2025-08-23,384.88,395.7,PAI26-100340,OCMS-2022-10340,PMG-50340
PAI-00342,Fiber Network Project 342 - Madhya Pradesh,Ministry of Telecommunications,RailTel,Telecom,Madhya Pradesh,Fiber Network,2023-09-20,2024-04-25,2029-02-25,2029-02-25,150.0,150.75,PAI26-100341,OCMS-2023-10341,PMG-50341
PAI-00343,Bridge Project 343 - Odisha,Ministry of Road Transport & Highways,NHAI,Roads,Odisha,Bridge,2023-06-20,2023-09-04,2027-07-04,2027-12-18,150.0,185.48,PAI26-100342,OCMS-2024-10342,PMG-50342
PAI-00344,Electrification Project 344 - Bihar,Ministry of Railways,IRCON,Railways,Bihar,Electrification,2022-03-25,2022-07-21,2026-06-21,2026-09-19,177.11,177.11,PAI26-100343,OCMS-2018-10343,PMG-50343
PAI-00345,Transmission Project 345 - Telangana,Ministry of Power,NTPC,Power,Telangana,Transmission,2022-01-03,2022-05-22,2026-06-22,2026-08-14,150.0,155.76,PAI26-100344,OCMS-2019-10344,PMG-50344
PAI-00346,Inland Waterway Project 346 - West Bengal,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,West Bengal,Inland Waterway,2022-12-29,2023-04-05,2028-03-05,2028-03-25,520.17,606.96,PAI26-100345,OCMS-2020-10345,PMG-50345
PAI-00347,Airport Expansion Project 347 - Chhattisgarh,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Chhattisgarh,Airport Expansion,2023-04-14,2023-10-04,2026-01-04,2026-01-04,150.0,155.38,PAI26-100346,OCMS-2021-10346,PMG-50346
PAI-00348,Fiber Network Project 348 - Haryana,Ministry of Telecommunications,BSNL,Telecom,Haryana,Fiber Network,2022-05-02,2022-09-06,2027-03-06,2027-03-06,358.22,358.22,PAI26-100347,OCMS-2022-10347,PMG-50347
PAI-00349,Bridge Project 349 - Chhattisgarh,Ministry of Road Transport & Highways,NHIDCL,Roads,Chhattisgarh,Bridge,2023-06-21,2024-03-26,2028-09-26,2029-02-14,150.0,182.63,PAI26-100348,OCMS-2023-10348,PMG-50348
PAI-00350,Electrification Project 350 - Chhattisgarh,Ministry of Railways,RVNL,Railways,Chhattisgarh,Electrification,2022-08-02,2022-11-06,2025-04-06,2025-08-10,308.23,397.91,PAI26-100349,OCMS-2024-10349,PMG-50349
PAI-00351,Substation Project 351 - Maharashtra,Ministry of Power,NTPC,Power,Maharashtra,Substation,2023-02-18,2023-11-20,2028-03-20,2028-05-09,150.0,157.34,PAI26-100350,OCMS-2018-10350,PMG-50350
PAI-00352,Terminal Project 352 - Kerala,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Kerala,Terminal,2022-08-06,2023-04-11,2027-07-11,2027-09-22,233.73,255.19,PAI26-100351,OCMS-2019-10351,PMG-50351
PAI-00353,Terminal Project 353 - Jharkhand,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Jharkhand,Terminal,2022-06-12,2022-12-29,2025-11-29,2026-01-17,150.0,150.0,PAI26-100352,OCMS-2020-10352,PMG-50352
PAI-00354,Data Network Project 354 - Sikkim,Ministry of Telecommunications,BSNL,Telecom,Sikkim,Data Network,2023-07-19,2023-10-17,2028-10-17,2029-01-19,506.52,561.2,PAI26-100353,OCMS-2021-10353,PMG-50353
PAI-00355,Road Widening Project 355 - Kerala,Ministry of Road Transport & Highways,MoRTH,Roads,Kerala,Road Widening,2022-02-01,2022-08-05,2025-04-05,2025-04-05,331.6,365.71,PAI26-100354,OCMS-2022-10354,PMG-50354
PAI-00356,Rail Corridor Project 356 - West Bengal,Ministry of Railways,RVNL,Railways,West Bengal,Rail Corridor,2022-06-04,2023-01-06,2025-07-06,2025-08-04,150.0,165.48,PAI26-100355,OCMS-2023-10355,PMG-50355
PAI-00357,Substation Project 357 - Sikkim,Ministry of Power,NTPC,Power,Sikkim,Substation,2022-06-25,2023-02-18,2025-07-18,2025-08-18,359.93,416.9,PAI26-100356,OCMS-2024-10356,PMG-50356
PAI-00358,Terminal Project 358 - Gujarat,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Gujarat,Terminal,2022-12-24,2023-04-02,2026-04-02,2026-08-22,264.59,308.19,PAI26-100357,OCMS-2018-10357,PMG-50357
PAI-00359,Air Navigation Project 359 - Jharkhand,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Jharkhand,Air Navigation,2023-07-22,2024-01-28,2026-01-28,2026-02-14,232.8,245.26,PAI26-100358,OCMS-2019-10358,PMG-50358
PAI-00360,5G Infrastructure Project 360 - Gujarat,Ministry of Telecommunications,BSNL,Telecom,Gujarat,5G Infrastructure,2022-11-27,2023-03-06,2026-09-06,2026-09-21,276.31,276.55,PAI26-100359,OCMS-2020-10359,PMG-50359
PAI-00361,National Highway Project 361 - Uttarakhand,Ministry of Road Transport & Highways,MoRTH,Roads,Uttarakhand,National Highway,2023-12-12,2024-06-12,2028-03-12,2028-04-26,189.6,208.42,PAI26-100360,OCMS-2021-10360,PMG-50360
PAI-00362,Electrification Project 362 - Sikkim,Ministry of Railways,IRCON,Railways,Sikkim,Electrification,2023-04-21,2024-02-06,2027-10-06,2027-12-29,280.76,303.72,PAI26-100361,OCMS-2022-10361,PMG-50361
PAI-00363,Generation Project 363 - Uttar Pradesh,Ministry of Power,NHPC,Power,Uttar Pradesh,Generation,2022-05-04,2022-08-11,2024-11-11,2025-02-03,244.19,272.54,PAI26-100362,OCMS-2023-10362,PMG-50362
PAI-00364,Inland Waterway Project 364 - Bihar,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Bihar,Inland Waterway,2022-06-25,2023-02-10,2026-06-10,2026-06-10,154.92,154.92,PAI26-100363,OCMS-2024-10363,PMG-50363
PAI-00365,Airport Expansion Project 365 - Gujarat,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Gujarat,Airport Expansion,2023-11-04,2024-03-23,2026-10-23,2026-12-05,150.0,155.02,PAI26-100364,OCMS-2018-10364,PMG-50364
PAI-00366,5G Infrastructure Project 366 - Assam,Ministry of Telecommunications,BSNL,Telecom,Assam,5G Infrastructure,2022-10-22,2023-07-01,2027-06-01,2027-06-23,150.0,163.68,PAI26-100365,OCMS-2019-10365,PMG-50365
PAI-00367,Expressway Project 367 - Uttarakhand,Ministry of Road Transport & Highways,MoRTH,Roads,Uttarakhand,Expressway,2022-09-20,2022-12-15,2026-07-15,2027-02-01,207.45,232.55,PAI26-100366,OCMS-2020-10366,PMG-50366
PAI-00368,Electrification Project 368 - Rajasthan,Ministry of Railways,IRCON,Railways,Rajasthan,Electrification,2023-04-08,2023-10-26,2026-08-26,2027-01-11,298.52,365.05,PAI26-100367,OCMS-2021-10367,PMG-50367
PAI-00369,Transmission Project 369 - Kerala,Ministry of Power,NHPC,Power,Kerala,Transmission,2023-05-17,2023-09-23,2026-12-23,2027-05-02,150.0,176.04,PAI26-100368,OCMS-2022-10368,PMG-50368
PAI-00370,Dredging Project 370 - Uttar Pradesh,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Uttar Pradesh,Dredging,2022-12-12,2023-06-11,2028-01-11,2028-05-26,150.0,178.74,PAI26-100369,OCMS-2023-10369,PMG-50369
PAI-00371,Terminal Project 371 - Kerala,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Kerala,Terminal,2022-03-06,2022-10-21,2025-03-21,2025-05-25,232.78,266.4,PAI26-100370,OCMS-2024-10370,PMG-50370
PAI-00372,Data Network Project 372 - Assam,Ministry of Telecommunications,Department of Telecommunications,Telecom,Assam,Data Network,2023-07-31,2024-04-18,2027-12-18,2027-12-22,150.0,154.64,PAI26-100371,OCMS-2018-10371,PMG-50371
PAI-00373,Expressway Project 373 - Haryana,Ministry of Road Transport & Highways,NHIDCL,Roads,Haryana,Expressway,2022-07-04,2023-01-07,2026-01-07,2026-01-07,154.23,154.23,PAI26-100372,OCMS-2019-10372,PMG-50372
PAI-00374,Station Redevelopment Project 374 - Haryana,Ministry of Railways,Indian Railways,Railways,Haryana,Station Redevelopment,2023-12-25,2024-03-31,2027-09-30,2027-10-27,150.0,151.33,PAI26-100373,OCMS-2020-10373,PMG-50373
PAI-00375,Generation Project 375 - Kerala,Ministry of Power,NHPC,Power,Kerala,Generation,2023-04-17,2023-12-20,2025-12-20,2025-12-20,150.0,161.3,PAI26-100374,OCMS-2021-10374,PMG-50374
PAI-00376,Inland Waterway Project 376 - Chhattisgarh,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Chhattisgarh,Inland Waterway,2023-10-07,2024-02-09,2028-06-09,2028-06-09,384.28,397.56,PAI26-100375,OCMS-2022-10375,PMG-50375
PAI-00377,Air Navigation Project 377 - Chhattisgarh,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Chhattisgarh,Air Navigation,2023-01-01,2023-06-01,2026-08-01,2026-09-18,366.75,411.83,PAI26-100376,OCMS-2023-10376,PMG-50376
PAI-00378,Data Network Project 378 - Tamil Nadu,Ministry of Telecommunications,RailTel,Telecom,Tamil Nadu,Data Network,2022-12-11,2023-04-26,2025-04-26,2025-04-28,150.0,153.09,PAI26-100377,OCMS-2024-10377,PMG-50377
PAI-00379,Expressway Project 379 - Kerala,Ministry of Road Transport & Highways,NHAI,Roads,Kerala,Expressway,2022-08-29,2023-04-17,2028-04-17,2028-06-13,250.28,263.31,PAI26-100378,OCMS-2018-10378,PMG-50378
PAI-00380,Electrification Project 380 - Gujarat,Ministry of Railways,RVNL,Railways,Gujarat,Electrification,2022-07-07,2023-01-07,2025-03-07,2025-03-28,150.0,150.0,PAI26-100379,OCMS-2019-10379,PMG-50379
PAI-00381,Grid Modernisation Project 381 - Chhattisgarh,Ministry of Power,NHPC,Power,Chhattisgarh,Grid Modernisation,2023-07-07,2024-04-29,2027-02-28,2027-05-02,317.01,376.48,PAI26-100380,OCMS-2020-10380,PMG-50380
PAI-00382,Terminal Project 382 - Karnataka,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Karnataka,Terminal,2022-08-02,2023-03-05,2027-12-05,2028-10-23,151.7,208.82,PAI26-100381,OCMS-2021-10381,PMG-50381
PAI-00383,Runway Project 383 - Chhattisgarh,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Chhattisgarh,Runway,2023-03-09,2023-11-17,2028-09-17,2028-11-01,150.0,171.25,PAI26-100382,OCMS-2022-10382,PMG-50382
PAI-00384,5G Infrastructure Project 384 - Assam,Ministry of Telecommunications,Department of Telecommunications,Telecom,Assam,5G Infrastructure,2023-12-02,2024-09-23,2028-05-23,2028-06-25,171.03,171.03,PAI26-100383,OCMS-2023-10383,PMG-50383
PAI-00385,Expressway Project 385 - Odisha,Ministry of Road Transport & Highways,MoRTH,Roads,Odisha,Expressway,2023-05-19,2023-09-28,2027-06-28,2027-09-12,632.47,726.19,PAI26-100384,OCMS-2024-10384,PMG-50384
PAI-00386,Bridge Project 386 - Odisha,Ministry of Railways,Indian Railways,Railways,Odisha,Bridge,2022-08-06,2022-12-14,2026-01-14,2026-06-18,150.0,172.96,PAI26-100385,OCMS-2018-10385,PMG-50385
PAI-00387,Grid Modernisation Project 387 - Odisha,Ministry of Power,Power Grid Corporation,Power,Odisha,Grid Modernisation,2022-03-22,2022-10-31,2027-04-30,2027-04-30,150.0,154.95,PAI26-100386,OCMS-2019-10386,PMG-50386
PAI-00388,Dredging Project 388 - Rajasthan,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Rajasthan,Dredging,2023-09-16,2024-04-23,2026-10-23,2026-12-24,443.88,458.59,PAI26-100387,OCMS-2020-10387,PMG-50387
PAI-00389,Air Navigation Project 389 - Jharkhand,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Jharkhand,Air Navigation,2023-11-11,2024-08-03,2028-11-03,2029-02-25,254.66,302.21,PAI26-100388,OCMS-2021-10388,PMG-50388
PAI-00390,Fiber Network Project 390 - Tamil Nadu,Ministry of Telecommunications,BSNL,Telecom,Tamil Nadu,Fiber Network,2023-05-10,2023-08-07,2026-09-07,2026-11-07,162.89,171.73,PAI26-100389,OCMS-2022-10389,PMG-50389
PAI-00391,Expressway Project 391 - Karnataka,Ministry of Road Transport & Highways,MoRTH,Roads,Karnataka,Expressway,2022-02-04,2022-06-21,2027-06-21,2027-08-04,307.72,364.59,PAI26-100390,OCMS-2023-10390,PMG-50390
PAI-00392,Rail Corridor Project 392 - Uttar Pradesh,Ministry of Railways,IRCON,Railways,Uttar Pradesh,Rail Corridor,2022-06-04,2022-09-07,2026-08-07,2026-08-07,322.02,322.02,PAI26-100391,OCMS-2024-10391,PMG-50391
PAI-00393,Grid Modernisation Project 393 - Madhya Pradesh,Ministry of Power,NHPC,Power,Madhya Pradesh,Grid Modernisation,2023-08-23,2024-06-14,2027-07-14,2027-10-26,444.31,573.38,PAI26-100392,OCMS-2018-10392,PMG-50392
PAI-00394,Dredging Project 394 - Karnataka,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Karnataka,Dredging,2022-01-07,2022-06-01,2024-08-01,2024-09-08,150.0,161.4,PAI26-100393,OCMS-2019-10393,PMG-50393
PAI-00395,Runway Project 395 - Haryana,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Haryana,Runway,2022-07-12,2022-10-06,2025-05-06,2025-07-10,318.8,354.24,PAI26-100394,OCMS-2020-10394,PMG-50394
PAI-00396,Data Network Project 396 - Andhra Pradesh,Ministry of Telecommunications,BSNL,Telecom,Andhra Pradesh,Data Network,2023-08-25,2023-11-14,2028-08-14,2028-12-03,150.0,188.82,PAI26-100395,OCMS-2021-10395,PMG-50395
PAI-00397,Expressway Project 397 - Odisha,Ministry of Road Transport & Highways,NHIDCL,Roads,Odisha,Expressway,2023-11-10,2024-06-07,2029-01-07,2029-01-07,186.56,186.92,PAI26-100396,OCMS-2022-10396,PMG-50396
PAI-00398,Rail Corridor Project 398 - Sikkim,Ministry of Railways,IRCON,Railways,Sikkim,Rail Corridor,2022-01-15,2022-04-12,2026-06-12,2026-10-18,269.56,329.95,PAI26-100397,OCMS-2023-10397,PMG-50397
PAI-00399,Substation Project 399 - West Bengal,Ministry of Power,Power Grid Corporation,Power,West Bengal,Substation,2022-10-11,2023-03-28,2025-05-28,2026-03-25,150.0,201.79,PAI26-100398,OCMS-2024-10398,PMG-50398
PAI-00400,Inland Waterway Project 400 - Rajasthan,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Rajasthan,Inland Waterway,2023-02-18,2023-08-21,2027-07-21,2027-09-19,150.0,166.01,PAI26-100399,OCMS-2018-10399,PMG-50399
PAI-00401,Air Navigation Project 401 - Maharashtra,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Maharashtra,Air Navigation,2023-02-07,2023-06-25,2026-05-25,2026-05-25,268.31,288.8,PAI26-100400,OCMS-2019-10400,PMG-50400
PAI-00402,5G Infrastructure Project 402 - Kerala,Ministry of Telecommunications,BSNL,Telecom,Kerala,5G Infrastructure,2022-10-29,2023-01-28,2028-01-28,2028-06-14,294.93,377.47,PAI26-100401,OCMS-2020-10401,PMG-50401
PAI-00403,Bridge Project 403 - Kerala,Ministry of Road Transport & Highways,NHAI,Roads,Kerala,Bridge,2022-07-09,2023-04-03,2028-01-03,2028-03-06,2545.78,2545.78,PAI26-100402,OCMS-2021-10402,PMG-50402
PAI-00404,Electrification Project 404 - Rajasthan,Ministry of Railways,Indian Railways,Railways,Rajasthan,Electrification,2023-06-04,2024-03-25,2028-03-25,2028-03-25,180.73,180.73,PAI26-100403,OCMS-2022-10403,PMG-50403
PAI-00405,Transmission Project 405 - Sikkim,Ministry of Power,NHPC,Power,Sikkim,Transmission,2022-09-26,2023-03-15,2027-11-15,2028-01-03,215.46,215.46,PAI26-100404,OCMS-2023-10404,PMG-50404
PAI-00406,Inland Waterway Project 406 - Rajasthan,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Rajasthan,Inland Waterway,2022-01-20,2022-10-05,2026-05-05,2026-07-01,214.49,232.13,PAI26-100405,OCMS-2024-10405,PMG-50405
PAI-00407,Air Navigation Project 407 - Odisha,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Odisha,Air Navigation,2023-09-14,2023-12-13,2025-12-13,2026-03-28,678.48,858.07,PAI26-100406,OCMS-2018-10406,PMG-50406
PAI-00408,Fiber Network Project 408 - Karnataka,Ministry of Telecommunications,BSNL,Telecom,Karnataka,Fiber Network,2023-10-21,2024-06-29,2028-03-29,2028-04-19,216.89,233.33,PAI26-100407,OCMS-2019-10407,PMG-50407
PAI-00409,Expressway Project 409 - Odisha,Ministry of Road Transport & Highways,NHIDCL,Roads,Odisha,Expressway,2023-04-27,2023-11-07,2026-06-07,2026-06-07,165.44,165.44,PAI26-100408,OCMS-2020-10408,PMG-50408
PAI-00410,Bridge Project 410 - Madhya Pradesh,Ministry of Railways,IRCON,Railways,Madhya Pradesh,Bridge,2022-10-06,2023-06-02,2026-11-02,2027-01-25,1286.97,1475.79,PAI26-100409,OCMS-2021-10409,PMG-50409
PAI-00411,Transmission Project 411 - Bihar,Ministry of Power,NTPC,Power,Bihar,Transmission,2022-12-31,2023-05-26,2026-06-26,2026-06-27,150.0,152.66,PAI26-100410,OCMS-2022-10410,PMG-50410
PAI-00412,Inland Waterway Project 412 - Telangana,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Telangana,Inland Waterway,2022-03-27,2022-08-11,2025-07-11,2025-10-05,150.0,165.38,PAI26-100411,OCMS-2023-10411,PMG-50411
PAI-00413,Airport Expansion Project 413 - Chhattisgarh,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Chhattisgarh,Airport Expansion,2023-12-07,2024-02-24,2027-03-24,2027-09-16,150.0,186.0,PAI26-100412,OCMS-2024-10412,PMG-50412
PAI-00414,Data Network Project 414 - West Bengal,Ministry of Telecommunications,RailTel,Telecom,West Bengal,Data Network,2023-01-18,2023-09-02,2028-05-02,2028-05-02,258.82,258.82,PAI26-100413,OCMS-2018-10413,PMG-50413
PAI-00415,National Highway Project 415 - Andhra Pradesh,Ministry of Road Transport & Highways,MoRTH,Roads,Andhra Pradesh,National Highway,2022-02-12,2022-05-03,2024-08-03,2024-10-28,272.44,272.44,PAI26-100414,OCMS-2019-10414,PMG-50414
PAI-00416,Bridge Project 416 - Punjab,Ministry of Railways,IRCON,Railways,Punjab,Bridge,2022-08-18,2023-04-19,2027-05-19,2027-11-15,164.9,199.0,PAI26-100415,OCMS-2020-10415,PMG-50415
PAI-00417,Substation Project 417 - Tamil Nadu,Ministry of Power,NHPC,Power,Tamil Nadu,Substation,2022-10-26,2023-05-23,2026-11-23,2026-12-20,399.85,399.85,PAI26-100416,OCMS-2021-10416,PMG-50416
PAI-00418,Dredging Project 418 - Chhattisgarh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Chhattisgarh,Dredging,2023-04-03,2023-10-21,2028-04-21,2028-04-21,337.98,348.14,PAI26-100417,OCMS-2022-10417,PMG-50417
PAI-00419,Airport Expansion Project 419 - Chhattisgarh,Ministry of Civil Aviation,AAI,Civil Aviation,Chhattisgarh,Airport Expansion,2022-09-11,2023-03-03,2025-11-03,2026-01-25,150.0,171.52,PAI26-100418,OCMS-2023-10418,PMG-50418
PAI-00420,Data Network Project 420 - Telangana,Ministry of Telecommunications,RailTel,Telecom,Telangana,Data Network,2022-04-30,2022-11-08,2024-12-08,2024-12-08,277.32,277.32,PAI26-100419,OCMS-2024-10419,PMG-50419
PAI-00421,Road Widening Project 421 - Andhra Pradesh,Ministry of Road Transport & Highways,MoRTH,Roads,Andhra Pradesh,Road Widening,2022-04-11,2022-12-22,2025-03-22,2025-03-22,329.36,337.4,PAI26-100420,OCMS-2018-10420,PMG-50420
PAI-00422,Bridge Project 422 - Sikkim,Ministry of Railways,IRCON,Railways,Sikkim,Bridge,2023-05-09,2023-11-13,2028-02-13,2028-03-02,255.08,255.08,PAI26-100421,OCMS-2019-10421,PMG-50421
PAI-00423,Grid Modernisation Project 423 - Punjab,Ministry of Power,NHPC,Power,Punjab,Grid Modernisation,2022-07-22,2022-12-11,2025-03-11,2025-05-06,150.0,161.01,PAI26-100422,OCMS-2020-10422,PMG-50422
PAI-00424,Inland Waterway Project 424 - Kerala,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Kerala,Inland Waterway,2022-08-08,2022-11-25,2026-08-25,2026-11-24,150.0,176.82,PAI26-100423,OCMS-2021-10423,PMG-50423
PAI-00425,Air Navigation Project 425 - Haryana,Ministry of Civil Aviation,AAI,Civil Aviation,Haryana,Air Navigation,2023-04-28,2023-07-22,2026-12-22,2027-01-07,150.0,172.06,PAI26-100424,OCMS-2022-10424,PMG-50424
PAI-00426,Data Network Project 426 - Sikkim,Ministry of Telecommunications,Department of Telecommunications,Telecom,Sikkim,Data Network,2023-05-21,2023-11-20,2025-11-20,2026-01-26,359.86,410.52,PAI26-100425,OCMS-2023-10425,PMG-50425
PAI-00427,Road Widening Project 427 - Uttar Pradesh,Ministry of Road Transport & Highways,NHAI,Roads,Uttar Pradesh,Road Widening,2022-10-23,2023-03-11,2025-04-11,2026-03-08,180.34,257.19,PAI26-100426,OCMS-2024-10426,PMG-50426
PAI-00428,Bridge Project 428 - Kerala,Ministry of Railways,IRCON,Railways,Kerala,Bridge,2023-01-20,2023-07-25,2028-06-25,2028-06-25,150.0,157.81,PAI26-100427,OCMS-2018-10427,PMG-50427
PAI-00429,Substation Project 429 - Sikkim,Ministry of Power,NTPC,Power,Sikkim,Substation,2023-08-22,2024-04-28,2029-02-28,2029-04-22,150.0,156.27,PAI26-100428,OCMS-2019-10428,PMG-50428
PAI-00430,Dredging Project 430 - Telangana,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Telangana,Dredging,2023-09-07,2024-05-07,2026-07-07,2026-08-25,150.0,152.69,PAI26-100429,OCMS-2020-10429,PMG-50429
PAI-00431,Airport Expansion Project 431 - West Bengal,Ministry of Civil Aviation,AAI,Civil Aviation,West Bengal,Airport Expansion,2022-02-07,2022-08-04,2026-03-04,2026-04-07,150.0,162.38,PAI26-100430,OCMS-2021-10430,PMG-50430
PAI-00432,Fiber Network Project 432 - Andhra Pradesh,Ministry of Telecommunications,Department of Telecommunications,Telecom,Andhra Pradesh,Fiber Network,2023-05-01,2023-12-12,2028-04-12,2028-06-30,360.73,397.01,PAI26-100431,OCMS-2022-10431,PMG-50431
PAI-00433,Road Widening Project 433 - Haryana,Ministry of Road Transport & Highways,NHIDCL,Roads,Haryana,Road Widening,2022-08-06,2023-05-12,2027-06-12,2027-08-10,150.0,167.77,PAI26-100432,OCMS-2023-10432,PMG-50432
PAI-00434,Rail Corridor Project 434 - Assam,Ministry of Railways,Indian Railways,Railways,Assam,Rail Corridor,2022-03-02,2022-11-23,2027-06-23,2027-11-10,180.98,220.94,PAI26-100433,OCMS-2024-10433,PMG-50433
PAI-00435,Grid Modernisation Project 435 - West Bengal,Ministry of Power,Power Grid Corporation,Power,West Bengal,Grid Modernisation,2022-08-16,2022-12-07,2025-02-07,2025-05-30,470.51,595.71,PAI26-100434,OCMS-2018-10434,PMG-50434
PAI-00436,Port Expansion Project 436 - Andhra Pradesh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Andhra Pradesh,Port Expansion,2023-03-06,2023-08-13,2025-12-13,2026-02-27,452.99,498.68,PAI26-100435,OCMS-2019-10435,PMG-50435
PAI-00437,Airport Expansion Project 437 - Assam,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Assam,Airport Expansion,2022-08-11,2023-01-09,2027-12-09,2027-12-09,304.25,306.52,PAI26-100436,OCMS-2020-10436,PMG-50436
PAI-00438,Tower Infrastructure Project 438 - Sikkim,Ministry of Telecommunications,RailTel,Telecom,Sikkim,Tower Infrastructure,2023-05-20,2023-09-30,2025-09-30,2025-12-14,150.0,153.83,PAI26-100437,OCMS-2021-10437,PMG-50437
PAI-00439,Bridge Project 439 - Kerala,Ministry of Road Transport & Highways,MoRTH,Roads,Kerala,Bridge,2022-09-07,2023-03-15,2026-10-15,2027-03-06,183.86,227.0,PAI26-100438,OCMS-2022-10438,PMG-50438
PAI-00440,Rail Corridor Project 440 - West Bengal,Ministry of Railways,Indian Railways,Railways,West Bengal,Rail Corridor,2023-03-31,2023-07-08,2027-12-08,2028-07-12,150.0,173.27,PAI26-100439,OCMS-2023-10439,PMG-50439
PAI-00441,Generation Project 441 - Jharkhand,Ministry of Power,Power Grid Corporation,Power,Jharkhand,Generation,2023-06-30,2024-04-05,2029-01-05,2029-02-05,816.66,863.63,PAI26-100440,OCMS-2024-10440,PMG-50440
PAI-00442,Dredging Project 442 - Chhattisgarh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Chhattisgarh,Dredging,2023-07-17,2024-01-23,2028-09-23,2028-09-23,198.9,206.78,PAI26-100441,OCMS-2018-10441,PMG-50441
