milestone_id,internal_project_id,milestone_name,planned_date,actual_date,status,delay_days
MS-00623-20-01,PAI-00623,Milestone 20-1,2025-10-10,2025-11-15,COMPLETED,36
MS-00623-24-01,PAI-00623,Milestone 24-1,2026-01-20,2026-01-27,COMPLETED,7
MS-00623-24-02,PAI-00623,Milestone 24-2,2026-02-11,2026-02-20,COMPLETED,9
MS-00624-04-01,PAI-00624,Milestone 4-1,2024-07-10,,DELAYED,0
MS-00624-04-02,PAI-00624,Milestone 4-2,2024-06-01,,DELAYED,0
MS-00624-08-01,PAI-00624,Milestone 8-1,2024-10-29,,DELAYED,0
MS-00624-08-02,PAI-00624,Milestone 8-2,2024-11-16,,DELAYED,0
MS-00624-12-01,PAI-00624,Milestone 12-1,2025-02-07,,DELAYED,0
MS-00624-12-02,PAI-00624,Milestone 12-2,2025-01-16,,DELAYED,0
MS-00624-16-01,PAI-00624,Milestone 16-1,2025-06-03,,DELAYED,0
MS-00624-20-01,PAI-00624,Milestone 20-1,2025-11-16,,DELAYED,0
MS-00624-24-01,PAI-00624,Milestone 24-1,2026-03-11,2026-05-07,COMPLETED,57
MS-00624-24-02,PAI-00624,Milestone 24-2,2026-01-28,,DELAYED,0
MS-00625-04-01,PAI-00625,Milestone 4-1,2024-06-29,2024-07-17,COMPLETED,18
MS-00625-08-01,PAI-00625,Milestone 8-1,2024-10-22,2024-10-22,COMPLETED,0
MS-00625-12-01,PAI-00625,Milestone 12-1,2025-02-22,2025-02-22,COMPLETED,0
MS-00625-12-02,PAI-00625,Milestone 12-2,2025-01-23,2025-01-23,COMPLETED,0
MS-00625-16-01,PAI-00625,Milestone 16-1,2025-05-26,2025-05-26,COMPLETED,0
MS-00625-16-02,PAI-00625,Milestone 16-2,2025-07-08,2025-07-23,COMPLETED,15
MS-00625-20-01,PAI-00625,Milestone 20-1,2025-09-16,,DELAYED,0
MS-00625-20-02,PAI-00625,Milestone 20-2,2025-09-28,2025-10-09,COMPLETED,11
MS-00625-24-01,PAI-00625,Milestone 24-1,2026-01-28,,DELAYED,0
MS-00626-04-01,PAI-00626,Milestone 4-1,2024-07-18,2024-08-05,COMPLETED,18
MS-00626-04-02,PAI-00626,Milestone 4-2,2024-06-22,,DELAYED,0
MS-00626-08-01,PAI-00626,Milestone 8-1,2024-10-04,2024-11-15,COMPLETED,42
MS-00626-12-01,PAI-00626,Milestone 12-1,2025-03-11,,DELAYED,0
MS-00626-12-02,PAI-00626,Milestone 12-2,2025-01-31,2025-03-13,COMPLETED,41
MS-00626-16-01,PAI-00626,Milestone 16-1,2025-06-04,,DELAYED,0
MS-00626-16-02,PAI-00626,Milestone 16-2,2025-06-02,2025-07-19,COMPLETED,47
MS-00626-20-01,PAI-00626,Milestone 20-1,2025-09-28,,DELAYED,0
MS-00626-20-02,PAI-00626,Milestone 20-2,2025-09-27,2025-10-22,COMPLETED,25
MS-00626-24-01,PAI-00626,Milestone 24-1,2026-01-16,2026-03-05,COMPLETED,48
MS-00626-24-02,PAI-00626,Milestone 24-2,2026-01-23,2026-03-07,COMPLETED,43
MS-00627-04-01,PAI-00627,Milestone 4-1,2024-05-14,2024-05-14,COMPLETED,0
MS-00627-04-02,PAI-00627,Milestone 4-2,2024-05-24,2024-05-24,COMPLETED,0
MS-00627-08-01,PAI-00627,Milestone 8-1,2024-11-07,2024-11-07,COMPLETED,0
MS-00627-12-01,PAI-00627,Milestone 12-1,2025-02-06,2025-02-28,COMPLETED,22
MS-00627-12-02,PAI-00627,Milestone 12-2,2025-02-20,2025-02-20,COMPLETED,0
MS-00627-16-01,PAI-00627,Milestone 16-1,2025-06-19,2025-07-14,COMPLETED,25
MS-00627-16-02,PAI-00627,Milestone 16-2,2025-07-16,2025-08-29,COMPLETED,44
MS-00627-20-01,PAI-00627,Milestone 20-1,2025-10-20,2025-10-20,COMPLETED,0
MS-00627-20-02,PAI-00627,Milestone 20-2,2025-10-12,2025-10-20,COMPLETED,8
MS-00627-24-01,PAI-00627,Milestone 24-1,2026-03-08,2026-03-16,COMPLETED,8
MS-00628-04-01,PAI-00628,Milestone 4-1,2024-05-12,,DELAYED,0
MS-00628-04-02,PAI-00628,Milestone 4-2,2024-07-15,,DELAYED,0
MS-00628-08-01,PAI-00628,Milestone 8-1,2024-10-06,2024-10-21,COMPLETED,15
MS-00628-12-01,PAI-00628,Milestone 12-1,2025-03-15,2025-03-15,COMPLETED,0
MS-00628-12-02,PAI-00628,Milestone 12-2,2025-01-23,2025-03-07,COMPLETED,43
MS-00628-16-01,PAI-00628,Milestone 16-1,2025-06-24,2025-06-24,COMPLETED,0
MS-00628-20-01,PAI-00628,Milestone 20-1,2025-09-28,2025-09-28,COMPLETED,0
MS-00628-20-02,PAI-00628,Milestone 20-2,2025-11-07,2025-11-15,COMPLETED,8
MS-00628-24-01,PAI-00628,Milestone 24-1,2026-02-19,2026-03-15,COMPLETED,24
MS-00628-24-02,PAI-00628,Milestone 24-2,2026-02-02,2026-02-14,COMPLETED,12
MS-00629-04-01,PAI-00629,Milestone 4-1,2024-06-06,2024-06-06,COMPLETED,0
MS-00629-08-01,PAI-00629,Milestone 8-1,2024-10-19,2024-11-08,COMPLETED,20
MS-00629-12-01,PAI-00629,Milestone 12-1,2025-01-14,2025-02-09,COMPLETED,26
MS-00629-16-01,PAI-00629,Milestone 16-1,2025-06-05,,DELAYED,0
MS-00629-20-01,PAI-00629,Milestone 20-1,2025-09-28,,DELAYED,0
MS-00629-20-02,PAI-00629,Milestone 20-2,2025-10-02,2025-10-05,COMPLETED,3
MS-00629-24-01,PAI-00629,Milestone 24-1,2026-02-25,2026-03-22,COMPLETED,25
MS-00629-24-02,PAI-00629,Milestone 24-2,2026-03-18,2026-03-21,COMPLETED,3
MS-00630-04-01,PAI-00630,Milestone 4-1,2024-05-17,2024-06-23,COMPLETED,37
MS-00630-08-01,PAI-00630,Milestone 8-1,2024-11-11,,DELAYED,0
MS-00630-12-01,PAI-00630,Milestone 12-1,2025-02-16,2025-04-15,COMPLETED,58
MS-00630-12-02,PAI-00630,Milestone 12-2,2025-03-02,,DELAYED,0
MS-00630-16-01,PAI-00630,Milestone 16-1,2025-06-14,2025-06-14,COMPLETED,0
MS-00630-16-02,PAI-00630,Milestone 16-2,2025-05-30,2025-06-11,COMPLETED,12
MS-00630-20-01,PAI-00630,Milestone 20-1,2025-09-29,,DELAYED,0
MS-00630-20-02,PAI-00630,Milestone 20-2,2025-10-09,2025-10-29,COMPLETED,20
MS-00630-24-01,PAI-00630,Milestone 24-1,2026-03-16,2026-03-20,COMPLETED,4
MS-00631-04-01,PAI-00631,Milestone 4-1,2024-06-20,2024-06-20,COMPLETED,0
MS-00631-08-01,PAI-00631,Milestone 8-1,2024-09-22,,DELAYED,0
MS-00631-08-02,PAI-00631,Milestone 8-2,2024-10-16,,DELAYED,0
MS-00631-12-01,PAI-00631,Milestone 12-1,2025-02-08,2025-02-09,COMPLETED,1
MS-00631-12-02,PAI-00631,Milestone 12-2,2025-02-04,,DELAYED,0
MS-00631-16-01,PAI-00631,Milestone 16-1,2025-07-05,2025-07-06,COMPLETED,1
MS-00631-20-01,PAI-00631,Milestone 20-1,2025-09-21,2025-11-14,COMPLETED,54
MS-00631-24-01,PAI-00631,Milestone 24-1,2026-01-10,,DELAYED,0
MS-00632-04-01,PAI-00632,Milestone 4-1,2024-06-24,2024-06-24,COMPLETED,0
MS-00632-04-02,PAI-00632,Milestone 4-2,2024-05-15,2024-06-12,COMPLETED,28
MS-00632-08-01,PAI-00632,Milestone 8-1,2024-09-18,2024-09-18,COMPLETED,0
MS-00632-12-01,PAI-00632,Milestone 12-1,2025-01-22,,DELAYED,0
MS-00632-12-02,PAI-00632,Milestone 12-2,2025-02-02,2025-02-23,COMPLETED,21
MS-00632-16-01,PAI-00632,Milestone 16-1,2025-05-29,2025-05-29,COMPLETED,0
MS-00632-20-01,PAI-00632,Milestone 20-1,2025-09-10,2025-10-29,COMPLETED,49
MS-00632-24-01,PAI-00632,Milestone 24-1,2026-03-10,2026-03-19,COMPLETED,9
MS-00632-24-02,PAI-00632,Milestone 24-2,2026-03-10,2026-03-16,COMPLETED,6
MS-00633-04-01,PAI-00633,Milestone 4-1,2024-07-11,2024-08-17,COMPLETED,37
MS-00633-04-02,PAI-00633,Milestone 4-2,2024-07-15,2024-08-25,COMPLETED,41
MS-00633-08-01,PAI-00633,Milestone 8-1,2024-11-14,2024-11-15,COMPLETED,1
MS-00633-08-02,PAI-00633,Milestone 8-2,2024-11-04,,DELAYED,0
MS-00633-12-01,PAI-00633,Milestone 12-1,2025-01-30,,DELAYED,0
MS-00633-12-02,PAI-00633,Milestone 12-2,2025-01-30,2025-01-30,COMPLETED,0
MS-00633-16-01,PAI-00633,Milestone 16-1,2025-05-29,2025-06-27,COMPLETED,29
MS-00633-16-02,PAI-00633,Milestone 16-2,2025-05-30,,DELAYED,0
MS-00633-20-01,PAI-00633,Milestone 20-1,2025-09-22,2025-10-11,COMPLETED,19
MS-00633-24-01,PAI-00633,Milestone 24-1,2026-03-13,2026-04-13,COMPLETED,31
MS-00633-24-02,PAI-00633,Milestone 24-2,2026-03-14,,DELAYED,0
MS-00634-04-01,PAI-00634,Milestone 4-1,2024-07-08,,DELAYED,0
MS-00634-08-01,PAI-00634,Milestone 8-1,2024-10-07,2024-10-07,COMPLETED,0
MS-00634-08-02,PAI-00634,Milestone 8-2,2024-10-30,,DELAYED,0
MS-00634-12-01,PAI-00634,Milestone 12-1,2025-03-17,2025-03-29,COMPLETED,12
MS-00634-12-02,PAI-00634,Milestone 12-2,2025-02-24,2025-03-04,COMPLETED,8
MS-00634-16-01,PAI-00634,Milestone 16-1,2025-05-31,2025-06-18,COMPLETED,18
MS-00634-20-01,PAI-00634,Milestone 20-1,2025-09-29,2025-10-18,COMPLETED,19
MS-00634-20-02,PAI-00634,Milestone 20-2,2025-09-27,2025-09-28,COMPLETED,1
MS-00634-24-01,PAI-00634,Milestone 24-1,2026-01-17,2026-02-13,COMPLETED,27
MS-00634-24-02,PAI-00634,Milestone 24-2,2026-01-10,2026-01-10,COMPLETED,0
MS-00635-04-01,PAI-00635,Milestone 4-1,2024-06-24,2024-06-24,COMPLETED,0
MS-00635-08-01,PAI-00635,Milestone 8-1,2024-10-03,2024-10-24,COMPLETED,21
MS-00635-12-01,PAI-00635,Milestone 12-1,2025-03-08,2025-04-29,COMPLETED,52
MS-00635-16-01,PAI-00635,Milestone 16-1,2025-06-26,2025-07-22,COMPLETED,26
MS-00635-16-02,PAI-00635,Milestone 16-2,2025-07-16,,DELAYED,0
MS-00635-20-01,PAI-00635,Milestone 20-1,2025-09-13,2025-09-13,COMPLETED,0
MS-00635-20-02,PAI-00635,Milestone 20-2,2025-10-11,2025-10-11,COMPLETED,0
MS-00635-24-01,PAI-00635,Milestone 24-1,2026-02-25,2026-03-09,COMPLETED,12
MS-00635-24-02,PAI-00635,Milestone 24-2,2026-02-10,,DELAYED,0
MS-00636-04-01,PAI-00636,Milestone 4-1,2024-07-12,2024-07-23,COMPLETED,11
MS-00636-04-02,PAI-00636,Milestone 4-2,2024-07-11,,DELAYED,0
MS-00636-08-01,PAI-00636,Milestone 8-1,2024-09-18,2024-11-11,COMPLETED,54
MS-00636-12-01,PAI-00636,Milestone 12-1,2025-03-10,2025-03-27,COMPLETED,17
MS-00636-12-02,PAI-00636,Milestone 12-2,2025-01-17,2025-01-20,COMPLETED,3
MS-00636-16-01,PAI-00636,Milestone 16-1,2025-05-26,2025-07-02,COMPLETED,37
MS-00636-20-01,PAI-00636,Milestone 20-1,2025-10-14,2025-10-14,COMPLETED,0
MS-00636-24-01,PAI-00636,Milestone 24-1,2026-01-31,,DELAYED,0
MS-00637-04-01,PAI-00637,Milestone 4-1,2024-06-27,,DELAYED,0
MS-00637-08-01,PAI-00637,Milestone 8-1,2024-10-30,2024-12-05,COMPLETED,36
MS-00637-12-01,PAI-00637,Milestone 12-1,2025-01-11,,DELAYED,0
MS-00637-16-01,PAI-00637,Milestone 16-1,2025-06-11,,DELAYED,0
MS-00637-16-02,PAI-00637,Milestone 16-2,2025-07-04,2025-09-04,COMPLETED,62
MS-00637-20-01,PAI-00637,Milestone 20-1,2025-10-27,2025-12-20,COMPLETED,54
MS-00637-24-01,PAI-00637,Milestone 24-1,2026-02-28,2026-03-09,COMPLETED,9
MS-00637-24-02,PAI-00637,Milestone 24-2,2026-01-23,2026-03-18,COMPLETED,54
MS-00638-04-01,PAI-00638,Milestone 4-1,2024-06-14,2024-07-14,COMPLETED,30
MS-00638-04-02,PAI-00638,Milestone 4-2,2024-06-11,2024-06-16,COMPLETED,5
MS-00638-08-01,PAI-00638,Milestone 8-1,2024-11-06,,DELAYED,0
MS-00638-12-01,PAI-00638,Milestone 12-1,2025-03-05,,DELAYED,0
MS-00638-12-02,PAI-00638,Milestone 12-2,2025-02-13,2025-02-13,COMPLETED,0
MS-00638-16-01,PAI-00638,Milestone 16-1,2025-07-08,2025-08-10,COMPLETED,33
MS-00638-16-02,PAI-00638,Milestone 16-2,2025-07-18,,DELAYED,0
MS-00638-20-01,PAI-00638,Milestone 20-1,2025-11-13,2025-12-30,COMPLETED,47
MS-00638-20-02,PAI-00638,Milestone 20-2,2025-09-17,2025-09-23,COMPLETED,6
MS-00638-24-01,PAI-00638,Milestone 24-1,2026-02-26,2026-03-04,COMPLETED,6
MS-00638-24-02,PAI-00638,Milestone 24-2,2026-02-18,2026-02-18,COMPLETED,0
MS-00639-04-01,PAI-00639,Milestone 4-1,2024-06-04,2024-07-17,COMPLETED,43
MS-00639-04-02,PAI-00639,Milestone 4-2,2024-06-08,,DELAYED,0
MS-00639-08-01,PAI-00639,Milestone 8-1,2024-11-05,2024-12-06,COMPLETED,31
MS-00639-12-01,PAI-00639,Milestone 12-1,2025-02-11,2025-04-24,COMPLETED,72
MS-00639-16-01,PAI-00639,Milestone 16-1,2025-05-25,2025-07-16,COMPLETED,52
MS-00639-20-01,PAI-00639,Milestone 20-1,2025-11-18,2025-12-27,COMPLETED,39
MS-00639-20-02,PAI-00639,Milestone 20-2,2025-10-26,2025-11-28,COMPLETED,33
MS-00639-24-01,PAI-00639,Milestone 24-1,2026-01-20,2026-01-20,COMPLETED,0
MS-00640-04-01,PAI-00640,Milestone 4-1,2024-06-25,2024-07-08,COMPLETED,13
MS-00640-08-01,PAI-00640,Milestone 8-1,2024-11-01,2024-12-11,COMPLETED,40
MS-00640-12-01,PAI-00640,Milestone 12-1,2025-03-20,2025-04-23,COMPLETED,34
MS-00640-12-02,PAI-00640,Milestone 12-2,2025-02-27,,DELAYED,0
MS-00640-16-01,PAI-00640,Milestone 16-1,2025-07-17,2025-08-15,COMPLETED,29
MS-00640-20-01,PAI-00640,Milestone 20-1,2025-09-30,2025-10-12,COMPLETED,12
MS-00640-20-02,PAI-00640,Milestone 20-2,2025-10-29,,DELAYED,0
MS-00640-24-01,PAI-00640,Milestone 24-1,2026-01-14,2026-02-17,COMPLETED,34
MS-00641-04-01,PAI-00641,Milestone 4-1,2024-05-17,,DELAYED,0
MS-00641-04-02,PAI-00641,Milestone 4-2,2024-07-14,,DELAYED,0
MS-00641-08-01,PAI-00641,Milestone 8-1,2024-10-13,2024-10-30,COMPLETED,17
MS-00641-08-02,PAI-00641,Milestone 8-2,2024-10-12,2024-10-12,COMPLETED,0
MS-00641-12-01,PAI-00641,Milestone 12-1,2025-03-08,2025-03-29,COMPLETED,21
MS-00641-16-01,PAI-00641,Milestone 16-1,2025-05-10,2025-05-10,COMPLETED,0
MS-00641-16-02,PAI-00641,Milestone 16-2,2025-06-25,,DELAYED,0
MS-00641-20-01,PAI-00641,Milestone 20-1,2025-09-28,2025-11-03,COMPLETED,36
MS-00641-20-02,PAI-00641,Milestone 20-2,2025-10-11,,DELAYED,0
MS-00641-24-01,PAI-00641,Milestone 24-1,2026-02-15,,DELAYED,0
MS-00642-04-01,PAI-00642,Milestone 4-1,2024-06-12,,DELAYED,0
MS-00642-08-01,PAI-00642,Milestone 8-1,2024-10-03,,DELAYED,0
MS-00642-12-01,PAI-00642,Milestone 12-1,2025-03-07,2025-05-16,COMPLETED,70
MS-00642-12-02,PAI-00642,Milestone 12-2,2025-02-16,2025-03-24,COMPLETED,36
MS-00642-16-01,PAI-00642,Milestone 16-1,2025-06-29,2025-07-14,COMPLETED,15
MS-00642-20-01,PAI-00642,Milestone 20-1,2025-10-28,2025-11-22,COMPLETED,25
MS-00642-24-01,PAI-00642,Milestone 24-1,2026-02-18,2026-02-18,COMPLETED,0
MS-00642-24-02,PAI-00642,Milestone 24-2,2026-02-14,2026-03-02,COMPLETED,16
MS-00643-04-01,PAI-00643,Milestone 4-1,2024-07-11,2024-07-15,COMPLETED,4
MS-00643-04-02,PAI-00643,Milestone 4-2,2024-05-10,,DELAYED,0
MS-00643-08-01,PAI-00643,Milestone 8-1,2024-09-24,,DELAYED,0
MS-00643-12-01,PAI-00643,Milestone 12-1,2025-02-20,,DELAYED,0
MS-00643-16-01,PAI-00643,Milestone 16-1,2025-07-14,2025-07-31,COMPLETED,17
MS-00643-20-01,PAI-00643,Milestone 20-1,2025-10-05,2025-10-17,COMPLETED,12
MS-00643-24-01,PAI-00643,Milestone 24-1,2026-03-18,,DELAYED,0
MS-00643-24-02,PAI-00643,Milestone 24-2,2026-01-29,2026-03-11,COMPLETED,41
MS-00644-04-01,PAI-00644,Milestone 4-1,2024-05-16,,DELAYED,0
MS-00644-04-02,PAI-00644,Milestone 4-2,2024-05-12,2024-06-18,COMPLETED,37
MS-00644-08-01,PAI-00644,Milestone 8-1,2024-10-30,2024-11-14,COMPLETED,15
MS-00644-08-02,PAI-00644,Milestone 8-2,2024-10-07,,DELAYED,0
MS-00644-12-01,PAI-00644,Milestone 12-1,2025-03-18,,DELAYED,0
MS-00644-12-02,PAI-00644,Milestone 12-2,2025-01-17,,DELAYED,0
MS-00644-16-01,PAI-00644,Milestone 16-1,2025-07-04,2025-08-27,COMPLETED,54
MS-00644-20-01,PAI-00644,Milestone 20-1,2025-10-25,2025-11-08,COMPLETED,14
MS-00644-24-01,PAI-00644,Milestone 24-1,2026-03-15,2026-04-15,COMPLETED,31
MS-00644-24-02,PAI-00644,Milestone 24-2,2026-01-13,2026-01-13,COMPLETED,0
MS-00645-04-01,PAI-00645,Milestone 4-1,2024-07-05,,DELAYED,0
MS-00645-08-01,PAI-00645,Milestone 8-1,2024-10-22,2024-11-10,COMPLETED,19
MS-00645-12-01,PAI-00645,Milestone 12-1,2025-01-21,2025-01-21,COMPLETED,0
MS-00645-16-01,PAI-00645,Milestone 16-1,2025-06-19,2025-06-30,COMPLETED,11
MS-00645-16-02,PAI-00645,Milestone 16-2,2025-05-22,,DELAYED,0
MS-00645-20-01,PAI-00645,Milestone 20-1,2025-09-10,2025-09-10,COMPLETED,0
MS-00645-24-01,PAI-00645,Milestone 24-1,2026-03-12,2026-03-27,COMPLETED,15
MS-00645-24-02,PAI-00645,Milestone 24-2,2026-01-16,2026-03-10,COMPLETED,53
MS-00646-04-01,PAI-00646,Milestone 4-1,2024-06-11,2024-06-17,COMPLETED,6
MS-00646-04-02,PAI-00646,Milestone 4-2,2024-06-25,2024-06-25,COMPLETED,0
MS-00646-08-01,PAI-00646,Milestone 8-1,2024-10-03,2024-10-04,COMPLETED,1
MS-00646-08-02,PAI-00646,Milestone 8-2,2024-10-06,,DELAYED,0
MS-00646-12-01,PAI-00646,Milestone 12-1,2025-01-30,2025-02-26,COMPLETED,27
MS-00646-12-02,PAI-00646,Milestone 12-2,2025-02-22,,DELAYED,0
MS-00646-16-01,PAI-00646,Milestone 16-1,2025-06-14,2025-06-14,COMPLETED,0
MS-00646-16-02,PAI-00646,Milestone 16-2,2025-05-15,2025-05-31,COMPLETED,16
MS-00646-20-01,PAI-00646,Milestone 20-1,2025-10-19,2025-11-10,COMPLETED,22
MS-00646-24-01,PAI-00646,Milestone 24-1,2026-02-05,,DELAYED,0
MS-00646-24-02,PAI-00646,Milestone 24-2,2026-03-12,2026-03-23,COMPLETED,11
MS-00647-04-01,PAI-00647,Milestone 4-1,2024-06-05,2024-08-05,COMPLETED,61
MS-00647-04-02,PAI-00647,Milestone 4-2,2024-06-23,,DELAYED,0
MS-00647-08-01,PAI-00647,Milestone 8-1,2024-09-14,,DELAYED,0
MS-00647-12-01,PAI-00647,Milestone 12-1,2025-01-25,,DELAYED,0
MS-00647-12-02,PAI-00647,Milestone 12-2,2025-02-25,,DELAYED,0
MS-00647-16-01,PAI-00647,Milestone 16-1,2025-06-27,2025-07-20,COMPLETED,23
MS-00647-16-02,PAI-00647,Milestone 16-2,2025-06-05,2025-07-22,COMPLETED,47
MS-00647-20-01,PAI-00647,Milestone 20-1,2025-10-15,,DELAYED,0
MS-00647-20-02,PAI-00647,Milestone 20-2,2025-10-10,,DELAYED,0
MS-00647-24-01,PAI-00647,Milestone 24-1,2026-02-27,2026-03-22,COMPLETED,23
MS-00648-04-01,PAI-00648,Milestone 4-1,2024-05-11,,DELAYED,0
MS-00648-08-01,PAI-00648,Milestone 8-1,2024-09-11,2024-09-27,COMPLETED,16
MS-00648-08-02,PAI-00648,Milestone 8-2,2024-09-25,2024-09-25,COMPLETED,0
MS-00648-12-01,PAI-00648,Milestone 12-1,2025-01-16,2025-01-16,COMPLETED,0
MS-00648-16-01,PAI-00648,Milestone 16-1,2025-06-07,2025-06-07,COMPLETED,0
MS-00648-20-01,PAI-00648,Milestone 20-1,2025-11-12,2025-11-14,COMPLETED,2
MS-00648-24-01,PAI-00648,Milestone 24-1,2026-01-19,2026-01-22,COMPLETED,3
MS-00648-24-02,PAI-00648,Milestone 24-2,2026-02-24,2026-02-24,COMPLETED,0
MS-00649-04-01,PAI-00649,Milestone 4-1,2024-06-07,2024-07-15,COMPLETED,38
MS-00649-04-02,PAI-00649,Milestone 4-2,2024-07-06,,DELAYED,0
MS-00649-08-01,PAI-00649,Milestone 8-1,2024-10-08,2024-11-30,COMPLETED,53
MS-00649-12-01,PAI-00649,Milestone 12-1,2025-02-25,,DELAYED,0
MS-00649-12-02,PAI-00649,Milestone 12-2,2025-03-20,,DELAYED,0
MS-00649-16-01,PAI-00649,Milestone 16-1,2025-07-12,2025-09-17,COMPLETED,67
MS-00649-16-02,PAI-00649,Milestone 16-2,2025-05-23,,DELAYED,0
MS-00649-20-01,PAI-00649,Milestone 20-1,2025-11-15,2025-12-12,COMPLETED,27
MS-00649-24-01,PAI-00649,Milestone 24-1,2026-02-19,2026-03-25,COMPLETED,34
MS-00650-04-01,PAI-00650,Milestone 4-1,2024-05-14,2024-06-26,COMPLETED,43
MS-00650-08-01,PAI-00650,Milestone 8-1,2024-10-27,,DELAYED,0
MS-00650-12-01,PAI-00650,Milestone 12-1,2025-02-19,2025-02-21,COMPLETED,2
MS-00650-16-01,PAI-00650,Milestone 16-1,2025-07-03,2025-08-13,COMPLETED,41
MS-00650-20-01,PAI-00650,Milestone 20-1,2025-11-13,2026-01-10,COMPLETED,58
MS-00650-24-01,PAI-00650,Milestone 24-1,2026-01-23,2026-01-30,COMPLETED,7
MS-00650-24-02,PAI-00650,Milestone 24-2,2026-02-13,2026-02-13,COMPLETED,0
MS-00651-04-01,PAI-00651,Milestone 4-1,2024-05-21,2024-06-08,COMPLETED,18
MS-00651-04-02,PAI-00651,Milestone 4-2,2024-07-16,2024-08-22,COMPLETED,37
MS-00651-08-01,PAI-00651,Milestone 8-1,2024-10-31,,DELAYED,0
MS-00651-08-02,PAI-00651,Milestone 8-2,2024-10-19,2024-10-19,COMPLETED,0
MS-00651-12-01,PAI-00651,Milestone 12-1,2025-01-16,2025-02-01,COMPLETED,16
MS-00651-16-01,PAI-00651,Milestone 16-1,2025-06-04,2025-06-23,COMPLETED,19
MS-00651-20-01,PAI-00651,Milestone 20-1,2025-10-24,2025-11-13,COMPLETED,20
MS-00651-20-02,PAI-00651,Milestone 20-2,2025-11-16,2025-12-11,COMPLETED,25
MS-00651-24-01,PAI-00651,Milestone 24-1,2026-02-22,2026-02-22,COMPLETED,0
MS-00651-24-02,PAI-00651,Milestone 24-2,2026-03-05,,DELAYED,0
MS-00652-04-01,PAI-00652,Milestone 4-1,2024-07-10,2024-07-18,COMPLETED,8
MS-00652-08-01,PAI-00652,Milestone 8-1,2024-09-27,2024-10-01,COMPLETED,4
MS-00652-08-02,PAI-00652,Milestone 8-2,2024-09-17,2024-09-17,COMPLETED,0
MS-00652-12-01,PAI-00652,Milestone 12-1,2025-03-01,2025-04-05,COMPLETED,35
MS-00652-12-02,PAI-00652,Milestone 12-2,2025-03-03,,DELAYED,0
MS-00652-16-01,PAI-00652,Milestone 16-1,2025-05-30,2025-06-10,COMPLETED,11
MS-00652-16-02,PAI-00652,Milestone 16-2,2025-07-11,2025-07-11,COMPLETED,0
MS-00652-20-01,PAI-00652,Milestone 20-1,2025-10-15,,DELAYED,0
MS-00652-20-02,PAI-00652,Milestone 20-2,2025-09-11,2025-10-06,COMPLETED,25
MS-00652-24-01,PAI-00652,Milestone 24-1,2026-01-24,,DELAYED,0
MS-00652-24-02,PAI-00652,Milestone 24-2,2026-02-23,2026-03-17,COMPLETED,22
MS-00653-04-01,PAI-00653,Milestone 4-1,2024-06-07,,DELAYED,0
MS-00653-08-01,PAI-00653,Milestone 8-1,2024-10-23,2024-12-27,COMPLETED,65
MS-00653-08-02,PAI-00653,Milestone 8-2,2024-09-27,,DELAYED,0
MS-00653-12-01,PAI-00653,Milestone 12-1,2025-02-21,,DELAYED,0
MS-00653-12-02,PAI-00653,Milestone 12-2,2025-01-23,,DELAYED,0
MS-00653-16-01,PAI-00653,Milestone 16-1,2025-06-15,,DELAYED,0
MS-00653-16-02,PAI-00653,Milestone 16-2,2025-06-15,,DELAYED,0
MS-00653-20-01,PAI-00653,Milestone 20-1,2025-10-07,2025-11-25,COMPLETED,49
MS-00653-24-01,PAI-00653,Milestone 24-1,2026-01-29,2026-03-06,COMPLETED,36
MS-00653-24-02,PAI-00653,Milestone 24-2,2026-01-27,,DELAYED,0
MS-00654-04-01,PAI-00654,Milestone 4-1,2024-05-15,2024-06-17,COMPLETED,33
MS-00654-08-01,PAI-00654,Milestone 8-1,2024-09-29,2024-10-12,COMPLETED,13
MS-00654-08-02,PAI-00654,Milestone 8-2,2024-10-01,2024-10-01,COMPLETED,0
MS-00654-12-01,PAI-00654,Milestone 12-1,2025-03-07,2025-03-07,COMPLETED,0
MS-00654-16-01,PAI-00654,Milestone 16-1,2025-06-25,2025-07-10,COMPLETED,15
MS-00654-16-02,PAI-00654,Milestone 16-2,2025-06-30,2025-07-11,COMPLETED,11
MS-00654-20-01,PAI-00654,Milestone 20-1,2025-09-16,2025-09-21,COMPLETED,5
MS-00654-24-01,PAI-00654,Milestone 24-1,2026-03-04,2026-03-19,COMPLETED,15
MS-00654-24-02,PAI-00654,Milestone 24-2,2026-02-06,2026-02-25,COMPLETED,19
MS-00655-04-01,PAI-00655,Milestone 4-1,2024-06-15,2024-07-08,COMPLETED,23
MS-00655-08-01,PAI-00655,Milestone 8-1,2024-10-11,,DELAYED,0
MS-00655-08-02,PAI-00655,Milestone 8-2,2024-10-24,2024-10-28,COMPLETED,4
MS-00655-12-01,PAI-00655,Milestone 12-1,2025-01-31,2025-03-22,COMPLETED,50
MS-00655-16-01,PAI-00655,Milestone 16-1,2025-05-26,2025-06-04,COMPLETED,9
MS-00655-20-01,PAI-00655,Milestone 20-1,2025-10-11,2025-10-24,COMPLETED,13
MS-00655-24-01,PAI-00655,Milestone 24-1,2026-03-02,2026-04-05,COMPLETED,34
MS-00656-04-01,PAI-00656,Milestone 4-1,2024-05-30,2024-06-25,COMPLETED,26
MS-00656-08-01,PAI-00656,Milestone 8-1,2024-11-04,,DELAYED,0
